result_id,model_id,item_id,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_n_gram_diversity,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
0e243e802c87,claude-3-5-sonnet-20240620_t0.5_p0.5,stamp-letter-send,742,124,87,59,5,4.895161290322581,147.6,24.8,22.4,0.21122472269503015,0.016970380293514484,"[0.65, 0.9640287769784173, 1.0, 1.0, 1.0]",0.044415271282196044,0.00554269866947632,0.09090909090909091
66873f027e92,claude-3-5-sonnet-20240620_t1.0_p0.3,stamp-letter-send,867,143,96,65,5,4.979020979020979,172.6,28.6,25.2,0.21475404979517826,0.01062116903514547,"[0.63125, 0.949685534591195, 1.0, 1.0, 1.0]",0.057479192529405865,0.0015159555308199013,0.09090909090909091
3f50c25516df,claude-3-5-sonnet-20240620_t0.9_p0.9,stamp-letter-send,722,122,82,54,5,4.819672131147541,143.6,24.4,22.2,0.21041795271914127,0.014378482683912508,"[0.625, 0.9555555555555556, 1.0, 1.0, 1.0]",0.08706540720803398,0.007156238621254085,0.3333333333333333
b6d3a6eed750,claude-3-5-sonnet-20240620_t0.5_p0.7,stamp-letter-send,756,124,87,58,5,4.975806451612903,150.4,24.8,23.0,0.21405719192692962,0.009624096019139147,"[0.6363636363636364, 0.9647887323943662, 0.9929078014184397, 1.0, 1.0]",0.04498531818389893,0.00012223979432263166,0.125
ea62cd5b6cdb,claude-3-5-sonnet-20240620_t0.7_p0.7,stamp-letter-send,791,132,95,59,5,4.886363636363637,157.4,26.4,25.2,0.20997439240378152,0.011752628523205952,"[0.6513157894736842, 0.9668874172185431, 0.9933333333333333, 1.0, 1.0]",0.0476212739944458,0.00804335925197358,0.2
66ec627d86f0,claude-3-5-sonnet-20240620_t0.0_p0.5,stamp-letter-send,767,130,87,53,5,4.792307692307692,152.6,26.0,23.6,0.21180217549832017,0.008149756958778676,"[0.6148648648648649, 0.9387755102040817, 0.9794520547945206, 0.993103448275862, 1.0]",0.03763458217893328,0.0043877930628962725,0.125
4d1708e8a2d6,claude-3-5-sonnet-20240620_t0.5_p0.95,stamp-letter-send,811,136,86,60,5,4.875,161.4,27.2,24.0,0.21102064962440964,0.009854619609077658,"[0.5855263157894737, 0.9403973509933775, 0.9866666666666667, 0.9932885906040269, 1.0]",0.05076947041920253,0.005950844810717337,0.2
9b9bac4d19b7,claude-3-5-sonnet-20240620_t0.3_p1.0,stamp-letter-send,778,131,91,61,5,4.854961832061068,154.8,26.2,23.2,0.21186187996890377,0.014841338468408988,"[0.6462585034013606, 0.9657534246575342, 1.0, 1.0, 1.0]",0.043825852870941165,0.004268384121729085,0.09090909090909091
ced45fdab836,claude-3-5-sonnet-20240620_t0.7_p0.3,stamp-letter-send,883,149,99,69,5,4.8389261744966445,175.8,29.8,26.8,0.21223341028911885,0.012825195946814485,"[0.6130952380952381, 0.9580838323353293, 1.0, 1.0, 1.0]",0.0476186990737915,0.0035253234812989143,0.09090909090909091
eda546f3aa73,claude-3-5-sonnet-20240620_t0.3_p0.3,gloom-payment-exist,672,111,85,62,4,4.891891891891892,167.25,27.75,25.25,0.2146208699514852,0.008641862268691384,"[0.6893939393939394, 0.9847328244274809, 1.0, 1.0, 1.0]",0.043040239810943605,0.0007280806390422279,0.09090909090909091
550b4bf1278f,claude-3-5-sonnet-20240620_t0.0_p1.0,gloom-payment-exist,694,113,87,64,4,4.938053097345133,172.75,28.25,25.75,0.21403436250393354,0.008310287551805517,"[0.6666666666666666, 0.9854014598540146, 1.0, 1.0, 1.0]",0.03998044899531773,0.0004449342560610692,0.09090909090909091
f7ddb87d01d0,claude-3-5-sonnet-20240620_t0.0_p0.95,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
f3e01c6f125b,claude-3-5-sonnet-20240620_t1.0_p0.7,gloom-payment-exist,655,107,83,60,4,4.953271028037383,163.0,26.75,24.5,0.21556846630775323,0.011862251737311794,"[0.6953125, 0.9921259842519685, 1.0, 1.0, 1.0]",0.04174722262791225,0.0026232733515783035,0.09090909090909091
2f7bb0e15d67,claude-3-5-sonnet-20240620_t0.9_p0.3,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
5b12e9edd9a3,claude-3-5-sonnet-20240620_t0.0_p0.7,gloom-payment-exist,694,113,87,64,4,4.938053097345133,172.75,28.25,25.75,0.21403436250393354,0.008310287551805517,"[0.6666666666666666, 0.9854014598540146, 1.0, 1.0, 1.0]",0.03998044899531773,0.0004449342560610692,0.09090909090909091
b3e344858214,claude-3-5-sonnet-20240620_t0.5_p0.5,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
4446bc02bb97,claude-3-5-sonnet-20240620_t1.0_p0.95,gloom-payment-exist,646,111,82,59,5,4.693693693693693,128.4,22.2,19.8,0.21522031319482782,0.021564880595684635,"[0.6744186046511628, 0.9765625, 1.0, 1.0, 1.0]",0.05549619197845459,0.0019269671257274856,0.07142857142857142
3880448f0cd1,claude-3-5-sonnet-20240620_t0.5_p0.95,gloom-payment-exist,731,127,92,61,5,4.661417322834645,145.4,25.4,23.0,0.21625539152348627,0.00930703411717991,"[0.6690140845070423, 0.9858156028368794, 1.0, 1.0, 1.0]",0.06411237716674804,0.003997123783044398,0.07142857142857142
1b57b1891652,claude-3-5-sonnet-20240620_t0.9_p0.95,gloom-payment-exist,592,105,75,46,5,4.514285714285714,117.6,21.0,19.2,0.2146006439043128,0.017647797084301933,"[0.6554621848739496, 0.9745762711864406, 1.0, 1.0, 1.0]",0.0544032164982387,0.0006876285446974495,0.07142857142857142
b721dd575e2d,claude-3-5-sonnet-20240620_t1.0_p0.5,gloom-payment-exist,729,122,91,66,5,4.852459016393443,145.0,24.4,22.0,0.21808937646292306,0.013605721393642953,"[0.6762589928057554, 0.9710144927536232, 1.0, 1.0, 1.0]",0.0447765554700579,0.007665093661917977,0.07142857142857142
c4c0854a0dad,claude-3-5-sonnet-20240620_t0.5_p0.7,gloom-payment-exist,668,110,86,59,5,4.927272727272728,132.8,22.0,20.6,0.2125439461666823,0.012070946459077359,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.037203872203826906,0.0034257669305635674,0.1
2dcc6057fd8d,claude-3-5-sonnet-20240620_t0.3_p0.7,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
44e13ca6a53d,claude-3-5-sonnet-20240620_t0.9_p0.9,gloom-payment-exist,630,109,82,48,5,4.651376146788991,125.2,21.8,20.4,0.2158205637589414,0.012136286586268336,"[0.6615384615384615, 0.9612403100775194, 1.0, 1.0, 1.0]",0.055624915872301374,0.0031274682539546572,0.07142857142857142
bf4ab279e829,claude-3-5-sonnet-20240620_t0.7_p0.7,gloom-payment-exist,795,136,96,61,5,4.742647058823529,158.2,27.2,24.4,0.21449742226001342,0.009968470668326929,"[0.6513157894736842, 0.9867549668874173, 1.0, 1.0, 1.0]",0.056141276018960136,0.0004811852560986929,0.07142857142857142
0cbb210df0ed,claude-3-5-sonnet-20240620_t0.3_p0.9,gloom-payment-exist,651,107,83,60,4,4.91588785046729,162.0,26.75,24.5,0.2152563905311843,0.011862251737311794,"[0.6953125, 0.9921259842519685, 1.0, 1.0, 1.0]",0.04073503187724522,0.001999121798440473,0.09090909090909091
f9e52320ffeb,claude-3-5-sonnet-20240620_t0.5_p0.9,gloom-payment-exist,792,131,95,70,5,4.916030534351145,157.6,26.2,23.6,0.21479918665520648,0.014374106399744083,"[0.6533333333333333, 0.9798657718120806, 1.0, 1.0, 1.0]",0.05571563073566982,0.0010847140464848026,0.07142857142857142
4e3b7a118411,claude-3-5-sonnet-20240620_t1.0_p0.9,gloom-payment-exist,679,115,87,53,5,4.808695652173913,135.0,23.0,21.8,0.21584710050563508,0.009934852340004657,"[0.6870229007633588, 0.9692307692307692, 1.0, 1.0, 1.0]",0.04788782596588135,0.003180541747342003,0.07142857142857142
2cc0f8a48819,claude-3-5-sonnet-20240620_t0.0_p0.5,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
39507db970fd,claude-3-5-sonnet-20240620_t1.0_p0.3,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
3aff05d007ca,claude-3-5-sonnet-20240620_t0.0_p0.3,gloom-payment-exist,694,113,87,64,4,4.938053097345133,172.75,28.25,25.75,0.21403436250393354,0.008310287551805517,"[0.6666666666666666, 0.9854014598540146, 1.0, 1.0, 1.0]",0.03998044899531773,0.0004449342560610692,0.09090909090909091
664ea8326b40,claude-3-5-sonnet-20240620_t0.9_p0.7,gloom-payment-exist,712,121,85,61,5,4.776859504132231,141.6,24.2,22.2,0.21354098528460727,0.008168110098594264,"[0.6423357664233577, 0.9558823529411765, 0.9925925925925926, 1.0, 1.0]",0.05581573418208531,0.0014316886947136065,0.07142857142857142
8ab26f1a6c89,claude-3-5-sonnet-20240620_t0.7_p0.95,gloom-payment-exist,600,98,80,55,4,4.938775510204081,149.25,24.5,23.5,0.21447186670720778,0.008622403328235329,"[0.7226890756302521, 0.9830508474576272, 1.0, 1.0, 1.0]",0.05835448503494263,0.00043007415048740283,0.07142857142857142
0fd39c848d38,claude-3-5-sonnet-20240620_t0.3_p0.5,gloom-payment-exist,651,107,83,60,4,4.91588785046729,162.0,26.75,24.5,0.2152563905311843,0.011862251737311794,"[0.6953125, 0.9921259842519685, 1.0, 1.0, 1.0]",0.04073503187724522,0.001999121798440473,0.09090909090909091
51275824e7e9,claude-3-5-sonnet-20240620_t0.3_p0.95,gloom-payment-exist,672,111,85,62,4,4.891891891891892,167.25,27.75,25.25,0.2140390740570601,0.00890120476011245,"[0.6893939393939394, 0.9847328244274809, 1.0, 1.0, 1.0]",0.04295127391815186,0.00043551114980794337,0.09090909090909091
815cea12a1ae,claude-3-5-sonnet-20240620_t0.9_p0.5,gloom-payment-exist,738,120,88,63,5,5.016666666666667,146.8,24.0,22.8,0.21445535456774117,0.009979579060068924,"[0.6739130434782609, 0.9781021897810219, 1.0, 1.0, 1.0]",0.04278113842010498,0.00039704987155420035,0.07142857142857142
3ee568565dac,claude-3-5-sonnet-20240620_t0.7_p0.9,gloom-payment-exist,676,119,82,60,5,4.53781512605042,134.4,23.8,21.8,0.21456626165384626,0.00705189582232113,"[0.6231884057971014, 0.9708029197080292, 1.0, 1.0, 1.0]",0.050709572860172816,0.0006188640437643778,0.09090909090909091
8640f6f7f96a,claude-3-5-sonnet-20240620_t1.0_p1.0,gloom-payment-exist,751,123,88,64,5,4.959349593495935,149.4,24.6,23.0,0.21533680488429371,0.009704876145520985,"[0.647887323943662, 0.9858156028368794, 1.0, 1.0, 1.0]",0.052327755519321985,0.0021599505046592804,0.09090909090909091
6fadbb1a4fc6,claude-3-5-sonnet-20240620_t0.5_p0.3,gloom-payment-exist,737,120,88,63,5,5.016666666666667,146.6,24.0,22.8,0.21445535456774117,0.009979579060068924,"[0.6788321167883211, 0.9779411764705882, 1.0, 1.0, 1.0]",0.04308561256953648,0.00039704987155420035,0.07142857142857142
d0ea24de0647,claude-3-5-sonnet-20240620_t0.7_p1.0,gloom-payment-exist,685,111,86,61,5,5.027027027027027,136.2,22.2,20.6,0.21247392821181668,0.012450267662813042,"[0.7054263565891473, 1.0, 1.0, 1.0, 1.0]",0.038326082910810196,0.003565802840294785,0.1
eb980a0a2775,claude-3-5-sonnet-20240620_t0.0_p0.9,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
b1c175514fdf,claude-3-5-sonnet-20240620_t0.7_p0.5,gloom-payment-exist,672,111,85,62,4,4.891891891891892,167.25,27.75,25.25,0.2146208699514852,0.008641862268691384,"[0.6893939393939394, 0.9847328244274809, 1.0, 1.0, 1.0]",0.043040239810943605,0.0007280806390422279,0.09090909090909091
e3243d49c2ea,claude-3-5-sonnet-20240620_t0.9_p1.0,gloom-payment-exist,645,106,78,49,4,5.009433962264151,160.5,26.5,24.25,0.20998783374116534,0.006209978448364109,"[0.7068965517241379, 0.9826086956521739, 1.0, 1.0, 1.0]",0.09067110845020838,0.008537991781597476,1.0
060dbd56c6c8,claude-3-5-sonnet-20240620_t0.3_p1.0,gloom-payment-exist,716,113,85,59,5,5.176991150442478,142.4,22.6,21.8,0.21518573988814718,0.012813632905264896,"[0.6716417910447762, 0.9774436090225563, 1.0, 1.0, 1.0]",0.04977683850697109,0.001857820512366215,0.07142857142857142
ffd790356aae,claude-3-5-sonnet-20240620_t0.7_p0.3,gloom-payment-exist,671,110,86,60,5,4.954545454545454,133.4,22.0,20.6,0.212493523197659,0.011786190988300554,"[0.7109375, 1.0, 1.0, 1.0, 1.0]",0.036879290853227886,0.0035266128686101683,0.1
0073db301698,claude-3-5-sonnet-20240620_t0.5_p1.0,gloom-payment-exist,793,132,97,63,5,4.863636363636363,157.8,26.4,24.8,0.21542515888375255,0.018772467814790292,"[0.6558441558441559, 0.9869281045751634, 1.0, 1.0, 1.0]",0.05199766159057617,0.0023366585035769494,0.07142857142857142
942b71ea12fb,claude-3-5-sonnet-20240620_t0.5_p0.3,petrol-diesel-pump,575,99,76,48,5,4.656565656565657,114.2,19.8,19.2,0.21011544098245336,0.011513784166538352,"[0.6752136752136753, 0.9655172413793104, 0.991304347826087, 1.0, 1.0]",0.04066260031291417,0.006120330964740739,0.1
ce270770169b,claude-3-5-sonnet-20240620_t0.0_p0.3,petrol-diesel-pump,688,115,88,57,5,4.878260869565217,136.8,23.0,21.6,0.20912902964685195,0.011523466585465533,"[0.7, 0.9689922480620154, 1.0, 1.0, 1.0]",0.06307840347290039,0.00809315363594354,0.2
c5aa0bbc8da0,claude-3-5-sonnet-20240620_t0.7_p0.9,petrol-diesel-pump,548,93,74,44,5,4.741935483870968,108.8,18.6,18.2,0.2101391184657623,0.01048316821391447,"[0.7, 0.9724770642201835, 0.9907407407407407, 1.0, 1.0]",0.03994855369840349,0.006072975998122843,0.1
c508216282b9,claude-3-5-sonnet-20240620_t0.5_p0.95,petrol-diesel-pump,809,137,103,74,5,4.817518248175182,161.0,27.4,26.0,0.21165934391526636,0.004518045653305644,"[0.6858974358974359, 0.9741935483870968, 1.0, 1.0, 1.0]",0.06640121936798096,0.0030325250991147246,0.2
a07b9c085fec,claude-3-5-sonnet-20240620_t0.7_p0.95,petrol-diesel-pump,645,110,83,55,5,4.763636363636364,128.2,22.0,21.4,0.21233486013380365,0.004305955819916288,"[0.688, 0.9838709677419355, 1.0, 1.0, 1.0]",0.05334311042513166,0.0016814926620401516,0.2
c945059334a8,claude-3-5-sonnet-20240620_t0.9_p0.5,petrol-diesel-pump,600,105,79,48,5,4.59047619047619,119.2,21.0,20.4,0.2098136635114115,0.020466261243023615,"[0.6776859504132231, 0.9666666666666667, 0.9915966386554622, 1.0, 1.0]",0.04329186167035784,0.006723885906824434,0.1
88cb355897fa,claude-3-5-sonnet-20240620_t1.0_p0.95,petrol-diesel-pump,694,109,86,63,4,5.247706422018348,172.75,27.25,25.25,0.2133872636879522,0.009781838424039882,"[0.7258064516129032, 1.0, 1.0, 1.0, 1.0]",0.1355736562183925,0.00042331444625692827,0.3333333333333333
16bccea64b92,claude-3-5-sonnet-20240620_t0.9_p0.95,petrol-diesel-pump,672,114,85,56,5,4.771929824561403,133.6,22.8,21.4,0.21132110926237974,0.008135346146623021,"[0.6666666666666666, 0.9847328244274809, 1.0, 1.0, 1.0]",0.05861188854490008,0.0037089944048879775,0.3333333333333333
ab9f68705e40,claude-3-5-sonnet-20240620_t1.0_p0.7,petrol-diesel-pump,591,99,78,49,5,4.838383838383838,117.4,19.8,19.0,0.21148501544379864,0.012379864686065264,"[0.6923076923076923, 0.9913793103448276, 1.0, 1.0, 1.0]",0.061127899374280655,0.0033811820420501792,0.2
4c0f41bfdb02,claude-3-5-sonnet-20240620_t0.5_p0.5,petrol-diesel-pump,585,103,79,46,5,4.553398058252427,116.2,20.6,20.0,0.2099072636037633,0.02158240171579215,"[0.6890756302521008, 0.9661016949152542, 0.9914529914529915, 1.0, 1.0]",0.04379690715244838,0.00653668572212085,0.1
f8031ba6999b,claude-3-5-sonnet-20240620_t0.3_p0.95,petrol-diesel-pump,671,121,86,57,5,4.446280991735537,133.4,24.2,22.0,0.20962440112330263,0.007875275895709105,"[0.6544117647058824, 1.0, 1.0, 1.0, 1.0]",0.09328081096921648,0.007102410683042182,0.3333333333333333
c845490fd1c5,claude-3-5-sonnet-20240620_t0.7_p0.3,petrol-diesel-pump,575,99,76,48,5,4.656565656565657,114.2,19.8,19.2,0.21011544098245336,0.011513784166538352,"[0.6752136752136753, 0.9655172413793104, 0.991304347826087, 1.0, 1.0]",0.04066260031291417,0.006120330964740739,0.1
e366929666ce,claude-3-5-sonnet-20240620_t0.0_p0.95,petrol-diesel-pump,688,115,88,57,5,4.878260869565217,136.8,23.0,21.6,0.20912902964685195,0.011523466585465533,"[0.7, 0.9689922480620154, 1.0, 1.0, 1.0]",0.06307840347290039,0.00809315363594354,0.2
da014f186a70,claude-3-5-sonnet-20240620_t0.0_p0.7,petrol-diesel-pump,688,115,88,57,5,4.878260869565217,136.8,23.0,21.6,0.20912902964685195,0.011523466585465533,"[0.7, 0.9689922480620154, 1.0, 1.0, 1.0]",0.06307840347290039,0.00809315363594354,0.2
f2d9c8f7f2b9,claude-3-5-sonnet-20240620_t1.0_p0.3,petrol-diesel-pump,585,103,79,46,5,4.553398058252427,116.2,20.6,20.0,0.2099072636037633,0.02158240171579215,"[0.6890756302521008, 0.9661016949152542, 0.9914529914529915, 1.0, 1.0]",0.04379690715244838,0.00653668572212085,0.1
492e446f0b35,claude-3-5-sonnet-20240620_t0.0_p0.5,petrol-diesel-pump,590,104,81,48,5,4.548076923076923,117.2,20.8,20.0,0.20932964172135007,0.01994910091045947,"[0.7, 0.9663865546218487, 0.9915254237288136, 1.0, 1.0]",0.042014179910932266,0.007691929486947302,0.1
