Include,SESSION_ID,ResponseId,Consent,Q1,Q2,Q3,Q4,Strategy_open,Strategy_mc,IndependentWriting_mc,StoryGen_freq_mc,StoryGen_type_mc
1,66e023900e356e5ab6aef7c4,R_8mJxG00fCL8kz05,"Yes, I would like to participate","A diesel train belts its way through the Highlands. The sun is starting to set and people on board feel sleepy after what seems like a never-ending journey. As the carriages attempt hard to pump their way to the top of the next peak, a strong stench of petrol seeps through the carriages. Smoke starts to bellow through the train as a fire has caught hold.",I stamp my feet in outrage and send my brother for help. My mother appears with a weary look on her face. It is not the first time that my name has been misspelled. I stare at the antagonising letter .,"Daisy wondered what it would be like to receive someone else's organ. She wondered if she would gain any special powers from the other person. ""Imagine if the donor had ruled an empire!"" she exclaimed. ""Will I be more powerful?!"" But Daisy also knew that to receive the organ she would need to comply with the doctors.","Rose shouldn't be forced to exist in this gloom. The UK weather was so depressing. ""Get me on a plane to hotter climes immediately!"" she demanded.  Waving her credit card around she screamed ""Come on people! Allow me to make that payment"".","I found it tricky but my strategy would be to pick one word from the list, and think of any associations. For example I picked 'diesel' and thought of 'diesel train'. I then formulated my stories around that.","I tried to think of a concept or theme totally unrelated to the required words.,I aimed to put each required word in a new sentence.,Brainstormed about novel ways to combine the required words.",I wrote the stories completely on my own.,One or more times a week.,I enjoy telling engaging stories about daily life to others.
1,66e025390ade365f07c9ad87,R_2bxsVUkaSaFXjdD,"Yes, I would like to participate","Unsure which vehicle to purchase from the sparkling showroom, I decided to take a seat in the waiting area, with a coffee to decide. There were both pros and cons to either a petrol or diesel powered vehicle. After careful consideration and finally purchasing my new vehicle, the day had arrived to collect from the showroom. Leaving the forecourt and driving down the road, the underinflated tyre pressure light 'pinged' on the dashboard. Before returning home I nipped into the local garage to inflate the tyre with an air pump to ensure the car was maintained.","One early Friday morning, there was a knock on the front door. I opened the door, there stood the 'Postie' in red brandishing a golden letter. Making little conversation and hastily shutting the door, I made my way into the living room whilst ripping open the letter. I was ecstatic, the final stamp to my collection had arrived, I could now send my hopefully, winning entry into the local collection competition.","The Romans Empire was big, bold and powerful. Each of the small provinces were required to comply with its laws at all times. A central group, also known as the organ of the empire ensured that things ran smoothly and everyone complied. ","In a far away place, a million miles away, gloom hung heavy in the air as if no one existed there at all. It was a quiet town, with minimal people who went about their business as if no one else was there. Happiness in the town felt like a distant memory for most, leaving only the weight of sorrow as payment.",I first thought about the meanings/context of the words and how I could incorporate them into a short story. Some of the words were hard to put together at first so took some time. ,"I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.,Brainstormed about novel ways to combine the required words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Every few months.,I come up with (bedtime) stories for children.
1,66e0384ea3936020671a8330,R_8PvUUEqSWnAZrWx,"Yes, I would like to participate","One evening, after a long trip to see family I was about to make my way to take the long drive home, around 2 hours away. I had had a fun time, but honestly I was just exhausted. Every step to the car felt like bliss, knowing I would soon be home and ready to sleep in my own bed. I opened the door and went to turn the keys, ready to leave, I would miss my family but it was time to make my own departure. I turned the keys, but rather than the usual hum I would expect to hear I just hear a harsh sound resonating from the engine. Something is wrong, this is not normal. I make my way out of the car and back to the house I had just moments ago been so delighted to depart from.  ""Hey everyone, i'm back."" I announced, with a twinge of disappointment in my voice. ""It seems my car isn't starting, did anything happen to it while I was here?"" ""Well, actually"" my youngest sibling spoke up. She had recently got a license of her own, so it was surprising she would be the one to speak up about issues with a car. ""We don't have a station nearby, so I had hoped to help out a bit by pumping some of our own fuel in before you left!"" There was a look of confusion across the family, no one sure what she meant by our own fuel. ""Wait, you didn't specify. What kind of fuel was it?"" I replied to her. ""Oh! It was a canister of diesel, every car uses that nowadays, right?"" she gleefully explained. There was a heavy silence across the room, especially on the adults. I took a breath before uttering ""My car only uses petrol..."".","Today I wrote a heartfelt letter to my best friend, telling her all about the things I had gone through as of late. I sealed it up and hurried to the post office, excited to send it as this was my first letter I had written and I wanted to start exchanging letters as it felt so novel! But in a rush, I forgot to put a stamp on the envelope. Weeks went by, and my friend never got the letter. I wondered where it had gone, everyday asking her if she had received anything nice lately not wanting to ruin the surprise but a feeling of melancholy if this may have been a sign not to do this.","I used to play every morning for the grand empire, back when music was just an expected part of the halls, everyday waking up to a new song. One day new regulations came in, and they said every empire had to have a certified organ player to comply with some strange new rule. They called it “musical preservation,” but no one really knew what it meant. Our empire couldn't find someone with the right papers, so they had to shut down the whole thing. Now, the halls are silent, I look back on the beautiful music filled days with a touch of sadness. Not knowing what could be done to return the song back to our dear empire.","In the place I live, we all have to pay this strange tax, just so we could dream of a better future. They called it ""the delusion tax,"" and without it, life felt empty. Nothing mattered. The world didn’t really exist beyond the gray skies and the constant gloom. Most people struggled to afford it, being more expensive every time. But we made the payments anyway, because without those dreams, we’d have nothing to look forward to. I remember scraping together every coin, desperate for some small hope, some vision that things might change. Without those dreams, people just gave up, and I myself couldn't bear living like that.","I try to go off a story that I personally I had the idea for before. For words I struggled with, such as a first, I create a character based story while for more solid ideas I focus more on the setting of the situation.","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I thought of a story and then worked the words into it.",I mostly wrote the stories without help.,One or more times a week.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e0248ce05d4905a43e2fa8,R_2iUnWVtJB7cvKHj,"Yes, I would like to participate","My name is Diesel, Diesel Harcourt. A lot of people ask me where the inspiration for Diesel came from. My mother gave birth to me at the petrol station. She was 38.5 weeks pregnant, and I was not supposed to arrive for another 10 or so days. My father had taken her out for dinner at their favorite restaurant and they had stopped for gas along the way. Just as he'd gotten out and was lifting the pump, he heard her calling out for him. ""I think my water just broke!""","I clicked ""Send email"" and I shut down my computer. I felt exhausted, and I wanted to go to bed. Writing emails always drained the life out of me, and I'd written over 20 emails in one day, spanning morning to evening. I'd also been to the post office to send a letter to my friend over in America. I was stupid and forgot to write the zip code, so the person at the desk told me off. But it was lucky he caught it in time. He gave me a receipt on which he took a stamp and stampp","It's so hard for me to comply with the rules at school. All I wanted to play that day was Empire Earth on my phone, and I wasn't even doing it in class. It was at lunchtime. But my biology teacher caught me and sent me to her classroom to wait for her. While I waited, I looked at the poster on her wall depicting the organ system of the body.","The older I get, the more anxiety and despair I feel about the fact that I exist. I try to fill my time with cheap dopamine but nothing helps. I love video games, and the only thing that encouraged me to reduce my time playing them was a huge payment notice I got for $2000 I had spend on virtual in-game currency. So now I don't play as much anymore, but that just brings me back to gloom of my existence. Why was I so broken inside?","I decided to take just one word from the list, and start the story there, disregarding the other two words. Once I had built up my setting, I then tried to incorporate the other two words into the story.","I tried to think of a concept or theme totally unrelated to the required words.,I tried to think of a unique conflict or problem the character had to solve.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Every few months.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life.,Other."
1,66e023c6a70a8eb9f35106a8,R_8zUaSPSsswsQ7fn,"Yes, I would like to participate","the sun was shining, there was a gentle breeze and I was enjoying the drive through the countryside.   i was on my way to join other members of the Petrol Head Club for a fun day out.    I was wearing my favourite Diesel jeans and club T-shirt - i thought i looked great.    i switched radio channels to the Pump fm and sang alon","The letter sat amongst others on the mat at the empty house, i was about to show to the clients.     The musty smell around the house was tickling my nose and i could see spiders.  Should I stamp on them or pick them up with one of the letters and send them on their way in the garden.","The sound of the mouth organ played by the beggar on the street was delightful.  He had a good position, just outside the Empire cinema which had been closed for years.   I had heard that the Fire Brigade had it closed down as it did not comply with fire regulations","The payment was overdue, i knew it but i didn't care.    I could exist without the internet for a few days if they cut me off.   Maybe, it would make me happier to live without it.     I wouldnt have these feelings of dread and gloom at what i might see when i open up my tablet",You had given the obvious simple story lines to the words and i had to really think about a common theme between the words.    then i decided that the way was just to start to write and see if i could fit the words in,I tried to think of a concept or theme totally unrelated to the required words.,I wrote the stories completely on my own.,Almost never.,Other.
1,66e0242f3abdb9ac60117fb9,R_2cHcLwZLH3kFnm9,"Yes, I would like to participate","It was a rainy, dreary kind of day but just a normal one in England. I had a car full of petrol and I decided to take a drive out to the shopping centre; being outside today was not an option! As I was going round the bend just down the road, my car slipped on some spilt diesel. I went to pump my brakes but I ended up spinning out of control and crashed! Luckily I was not hurt so a day at home watching movies seemed the safer option.",My daughter was in a bad mood. She is a Leo star sign down to the letter! She will stamp her foot and huff and puff in the mornings when she does not want to wake up. I decided today was not the day to try and reason with her and the best thing to do was to send her back to bed until she felt better.,"I walked into the musical hall, listening to an old woman playing the organ. I can't believe that I am now in charge of an empire, I don't know how I got into this position. Even though I am suppposedly in power I have been given so many rules I have to comply with. I feel like breaking all the rules and running away from here.",I woke up this morning feeling the gloom of a Monday morning. Why do Monday's have to exist? I suppose Tuesdays would just become the next Monday's wouldn't they! I would give any kind of payment right now just to stay in bed and not have to go to work.,I found it quite easy to find the connection between the words. The ideas came to me easily and I tried to fit in all the words. I found it was usually easy to come up with an idea for two words and then a bit trickier to fit in the third.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e022e8cb5cf0c6a186395a,R_8v92A9H3hnaw1QI,"Yes, I would like to participate","Jim stepped foot into the car showroom and was browsing the various models and makes of vehicles available in his price range.  The manager approached Jim to enquire what kind of care he would like and whether it would suit his needs.  Jim explained that he previously had a Toyota RAV4 which was a diesel vehicle and as much as he loved his car, he told the manager of the car showroom that it kept breaking down and costing him money.  On further questioning by the manager, they both decided that due to Jim only doing short distances in his car, never driving distances or driving on the motorway, that a petrol car would be much more suited to his needs.  The manager explained how a diesel car needed long distance driving and was not really suitable for Jim's situation.  Jim finally signed off on a new petrol car, the manager agreed he could drive it off the lot that day if Jim was willing to pump the gas on the way home as it was low in fuel already. Jim readily agreed and happily drove his new car away, stopping to pump his new petrol vehicle on the way home. ","Betty's grandchildren knew that their grandmother loved to collect stationary and for her birthday they decided to get her a personalised stationary set that she could use, as she loves to send 1 letter every 2 weeks to her old childhood friend of 70 years, Gladys.  Betty was thrilled with her new stationary and her thoughtful grandchildren even ensured their grandmother had a book with plenty of pre-paid stamps for which Betty was grateful, as a stamp cost quite a bit more money these days.","The empire was growing stronger, their fierce leader implementing new rules to his citizens daily and ensuring he had eyes all over the place to ensure they comply with the new rules.  He wanted to run a nation that was disciplined and listened to orders.  He was an incredibly extravagant leader, his bedroom almost laughable with how over the top it is.  A large organ in what is now his living area, an organ that he insisted on keeping from the old converted church. ","Sarah was suffering with a case of the blues lately, it was all doom and gloom in her mind and feeling like she was simply existing rather than living.  Sarah felt like her adult days were poor, one payment after the other coming out of her hard earned money.  She told everyone around her she was all work and no play in order to simply exist in the world, and it was not the life she wanted.","I didn't really think too much about it, i just started typing as it came in my head.",None of these. (Please use the textbox above to describe what you did.),I wrote the stories completely on my own.,One or more times a month.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e027534f56364733f60464,R_21jCVrcLzykPU4h,"Yes, I would like to participate","The perfume shop was busy.  I couldn't decide on which aftershave to buy for my husband; petrol or diesel.  Thankfully, testers were available.  Petrol aroma was quite earthy, whilst Diesel had a floral undertone. But wait - what is this delightful smell?.. Pump!  Definitely the right choice for my husband!","I open the letter in anticipation,  would it be good or bad news.  I read and re-read the words slowly.  We've done it!!  I stamp my feet in approval.  Excited, I send message to my husband, telling him the good news. ","Sadness fills the air, as we walk around the 911 memorial site.  We enter the church, complying with their rules.  The organ is being played and the mood is sombre.   The Empire state building will be a welcome treat later today.","With despair, I ask my husband how can we exist on so little money, The payment to the tax office has taken so much of our money already.  Not only this, but there is a chill in the air.  Winter is approaching with it bringing the doom and gloom of high energy bills.  ",I tried to work the second or last word in first and worked the story around it.  I struggled most with the word Empire.  I liked the first part of the story and then added 'Empire State Building' which I thought was quite weak. ,"I tried to think of a concept or theme totally unrelated to the required words.,I aimed to put each required word in a new sentence.,Brainstormed about novel ways to combine the required words.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Almost never.,Other.
1,66e0220f00e6e30f769c0baf,R_8U0c5Ms0PJ9VYTm,"Yes, I would like to participate","Off on my holidays to the Carribean. As i left the plane door the smell of the diesel in the air is a sign that I was about to have fun. Off on the roads and watching the numerous mopeds speeding along. they are zigzagging in and out of traffic and pedestrians. No wonder there are lots of petrol patches on the roads from accidents. Oh my!! these cases are heavy, good job  I went to the gym to pump up my muscles. ",yesterday i received a letter in the post . As i pulled it out of the letterbox I jumped back. A large spider had come in with it. In order to avoid it running up my leg I was hopping about and also trying not to stamp on it. In the end I opened the door and it moved to the step. I used the sweeping brush to help send it on its way.,I was privalidged to attend a big show last week. There was a man playing the organ. Apparently he started with one and then bought a store . He started his own company and now has grown to a milion pound empire. As it was so entertaining i found it hard to comply with the rules and not start singing and clapping.,"Walking through the park on a lovely summers day , I was feeling really happy now that the debt that i had gotten into did not exist any longer. After winning the lottery on saturday i was able to make the final payment on it. This action immedietely lifted me out of the doom and gloom mood I had been living in .",I looked at one word and tried to relate it to something real that happened in my life. I then found it easy to use the other two words. I also found it easier to mostly think about funny/ happy times.,I tried to think of a concept or theme totally unrelated to the required words.,I wrote the stories completely on my own.,Almost never.,Other.
1,66e0258c5d41c3452376f955,R_8DSuE0JfUBgPxHX,"Yes, I would like to participate","The was an oil spill in the park. Petrol, diesel and other flammible liquids from the nearby fuel station had seeped into the ground and were bubbling up between the cracks. Some suggested using big sponges to remove it, but in the end a pump was brought which was able to suck away most of the liquid.","They marched along, stamping their feet to the words. the rhymthing then changed, slowing, and their boots crunched to the ground for each letter of the word. S-E -N -D. T-H-E-M. H-O-M-E. Watching as they went past we wondered - send who home?","Of course, I had to comply and enter the church as he had suggested. In it was an enourmous organ, the biggest in the whole empire i was told. I looked at it for a long time, but struggles to find any beauty in it.","It was a gloomy evening, but i felt glad that gloom should exist. Gloom was the payment we had to suffer in order to fully appreciate the glory of a bright star-filled sky which only shows in our skies about once a month.",I thought of the way the writers i like write and tried to replicate it,"I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Every few months.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e024459cf0d893cae6e1b1,R_8dFIkEkt84RkgQj,"Yes, I would like to participate","As a vehicle owner and driver for over 40 years, I have been very fortunate to have owned a variety of different vehicles. I have not owned an electric vehicle, much to its early development and cost to purchase. I like the idea of helping the environment and utilising clean energy, but I'm afraid it is beyond my price point at this time. I therefore have only owned petrol or diesel cars which require the use of a pump to fill a tank rather than top up a battery.","The skill of written communication is dying. Having worked away from home for extended periods of time from loved ones, I would eagerly anticipate the arrival of a letter to pick up my morale. Now we write emails sent electronically, but I used to love a trip to the post box to send my communication instead. Email is easier and prevents the need to purchase a rather expensive stamp to deliver them these days. Electronic emails are instantly sent and received rather than have to specifically take a trip out to send a letter by post.","My friend Archie is gravely ill and needs a new organ as hHis Kidney is failing rapidly and in need of a transplant. The NHS empire, our National Health Service says I am a matching donor, I have a problem in as much as I love my friend very much, but I am not 100% sure I want to comply and go ahead with giving up one of my kidneys, even for my dear friend. I am worried about my future health needs.","What a fantastic day to exist. The sun is shining in the bright blue sky which is such a lovely change to the gloom-laden skies of late. Grey, rainy days have now been usurped with the payment of such glorious weather for once this awful summer.","It was very difficult for 3 out of the 4 stories to come up with an uncommon connection between the words. I tried to 1st come up with a theme, but I found that in itself difficult to a degree as well. Once a theme was established, it went well. For me, I think my internal dataset for alternative uses of these words out of normal context was rather limited, and that to me was the key issue that stifled my ability to create quicker and better.","I tried to think of a concept or theme totally unrelated to the required words.,Brainstormed about novel ways to combine the required words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e0259876a3af51a7fe62b5,R_27PrrUR0LzzSU4k,"Yes, I would like to participate","The car was travelling too fast down the road. He couldn't keep control of the vehicle and he felt panic run through his veins. And in a flash, he had careered into the barriers where the stop and pump was smashed into it. Petrol and diesel was flung everywhere. ","They had a love for beauty, of things done and action taken. The stamp was a special one, an anniversary stamp for a major national event. Eventually they'd send the letter, but in this case it was about appreciating the event and process. It was a lovely gesture for someone they cared deeply about. ","The British empire was at its peak, the general had reigning power on the poor locals. All they had was to comply to this force that had entered their country. The churches were erected and instilled their unjust values. Inside one church, was a vast organ that rung out and around the land. A reminder to the occupied. ",The gloom had reached the house. It was mid winter and cold outside. He thought how could anyone exist like this? And to make matters worse make payment to their landlord. It was a harsh environment that they wouldn't wish on anyone. ,I tried to fathom some sort of storyline or theme to put the words into context. It was quite difficult but it helped to think abstractly.,"I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.,Thought about metaphorical or abstract meanings for the words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e024176a073d6be1064cdb,R_8kG4d41raqDZBax,"Yes, I would like to participate","A car spluttered to a stop of the motorway, the driver pulled over to the hard shoulder and exited the vehicle scratching their head. They looked around in disbelief as they realised their petrol cap had fallen off the car and petrol was leaking out onto the road. Now the tank was clearly drained and this had caused the car to splutter to a stop. The driver called the AA for assistance but the guy that arrived was new and nervous, he started to put diesel into the cars tank instead of petrol! Now once the driver realised the error he told the AA member to pump the diesel out so he could put petrol in instead.",A man was looking for a stamp to emboss onto a letter he had to send before the end of the day. He went to the supermarket to find a suitable stamp with some ink to apply it with. On his return trip he realised he lived only 200 yards from a post box which would allow him to send it today.,"To comply with the laws of the alien race, humans must sacrifice an organ of their choice or feel the full wrath of the alien empire. ","Make payment to exist in the gloom of Britain, not a political slogan that was expected to work but somehow did for Ted the budding politician. He wanted to campaign on taxes being too high and how this effects the general mood of the country, he was right! He won by a landslide and became prime minister within 10 years, unfortunately he was useless and the country entered a long recession period.","I tried to think of a theme for each set of words, not using the examples provided. I think tried to think of a narrative and a choice of writing in the first or third person. I tried to just let the story come to me as I typed.","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I tried to think of a unique conflict or problem the character had to solve.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,One or more times a week.,"I come up with (bedtime) stories for children.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e021f6df06ad51bc42ccff,R_8wT7Ix8TsW7XbEo,"Yes, I would like to participate","I made it a few miles down the road before I heard that terrible noise. The car rolled to a stop by the side of the road and I realised my mistake. I'd put diesel in my petrol car! They were right beside each other at the pump. Now the long wait for the recovery man, how embarrassing!","It was results day, I studied so hard with my friend Ben. The teacher passed out the exam papers. When mine was placed in front of me I saw it was stamped with a large letter 'A'. I took my phone out under the desk to send Ben a message with the good news. ","The Empire Theatre was a classic. It was fitted with beautiful, original Art Deco features and an organ set by the stage. It wouldn't comply with any of today's building regulations but I don't think anyone would want to change it.","Ben saw the figure come out of the gloom. He approached and Ben discreetly passed him the payment. The figure reciprocated by passing Ben the envelope before walking off into the mist. A moment later he was gone, as if he never existed.",I tried to connect a couple of the words and figure out how to work the others into the story.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e025acb4f3afb27a822f73,R_8VyQYwyI8iMwwKJ,"Yes, I would like to participate",It was still another 10 miles to the next petrol or diesel pump. I didn't even know what this old battered car took but whatever it was it was running on fumes. I'd soon know about it if it was diesel as i think i heard once that you cant let a diesel tank run drive or the engine would go kaput. Every extra mile the car got was one fewer to the safety and one more away them.,"I picked up the initial stamp, carved with an ornate letter 'P' and pressed it into the hot wax that sealed the intensely personal letter firmly closed, safe from prying eyes. It maybe seemed like an old fashioned, outdated way to send a message but who knows where emails or whatsapps end up these day. A wax sealed letter, delivered by Uber  was the modern day messenger courier   ","The vast church organ in the nave of the church seem like the vestige of an long forgotten empire. Endless vertical pipes that seemed to have been built by a larger race, not looking like they would comply with any current laws of physics. The sound was otherworldly to match","The gloom of the overhanging clouds passed over the house plunging it into darkness and blotting out the surrounding world. Did it even exist anymore. All that could been seen through the gloom was the rain sheeting down, acting as a long awaited payment to the earth after years of drought. ",I think they all seemed quite dark. i didnt really have a plan to start with- just started writing and see where it went,I tried to think of a concept or theme totally unrelated to the required words.,I wrote the stories completely on my own.,Almost never.,I enjoy telling engaging stories about daily life to others.
1,66e024b367d6b36bdded9aa3,R_8fKaPcuSHw79GVj,"Yes, I would like to participate","I was driving down the highway, on my way to visit my uncle at his farm when i decided to pull over and take a break. I ran into the shop to grab some food and drink as I still had a few hours to go before reaching the farm. I checked the car and thought i better top up the tank before going too much further, so I drove on down to the pump. As it was a long journey and my beat up little truck was not up to the try, I hired a car and it took me a good few minutes to work out if I was driving a petrol or diesel car. Just as I was filling up, a stranger walked up to me asking for change. I thought what was the worst that could happen, so handed over the loose change I had. Very politely he thanked for my kindness, little did I know this was going to set off a chain of events I could never have imagined. ","As I was preparing to send my gifts out, I walked up to the door of the post office and noticed a letter lying on the ground. It had the most beautiful stamp design on the corner, I'd never seen anything like it. I then looked closer and with sudden shock realized it was addressed to me. I took a sharp breath in and looked around to see if there was anyone i knew nearby, I was the only person there, so I quickly popped it into my bag, to open it as soon as I got home. ","The towering empire of Mrs Smith's authority was overwhelming! She was raising funds for the school again but you would think she was donating an organ they way she seeked gratification and praise from us all. If we didn't all comply with her request to sign up you know you were never going to hear the end of it. Just for an easier life, I was destined to man the teddy tombola stall. ","Some days I feel I only exist to sleep, work, eat, repeat. An endless cycle of doom and gloom, how I long for the Christmas break coming up. My final payment on the cottage in the countryside is just in reach and I can spend my days lounging around and taking in all the fresh air, freedom! ","I enjoyed the challenge to come up with a different theme than the most obvious, it wasn't too difficult. As it was short timeframe I just went with my first idea and expanded as I went along. ","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.",I wrote the stories completely on my own.,One or more times a week.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e02591aeefa7fbeb9a0940,R_8B3zak55aPwmX5t,"Yes, I would like to participate","Once upon a time, there were three sentient cars, called Petrol, Diesel and Pump. Petrol was a red sporty car who loved to drive fast. Diesel was older, brown and reliable. Pump was a small silver car. They loved to drive around together and have adventures. However, Petrol was always getting cross at Diesel and Pump for not being able to drive as fast as he could. They decided to teach him a lesson. One day, they drove and drove and drove for as long as they could. Petrol felt himself running out of fuel and begged them to stop and wait. They carried on and left him behind at the side of the road. After a little while, they returned and found him feeling very sorry for himself. ""See?"" they told him, ""we may be older and smaller, but we are still good, st and reliable","Lucy threw the letter on the ground. She was not going to read another word of this rubbish. She stamped on the envelope and screwed her heel into the paper, ripping it. How satisfying, she thought, that'll teach him to send me such dross. She walked out of the room with her head held high, smiling at the feeling of release and closure.","Jason played his organ loudly, entertaining the higher-ups of the empire. He had been asked to play at the society wedding, and had strict instructions to play only romantic and beautiful songs. However, he was a member of the secret society and had a plan. He started to play a stirring, uplifting song which did not comply with his orders, and the society rushed in through the open doors, ready to attack.","She looked out of the window at the gloom. The man entered through the heavy oak door. ""Here is your payment"", he mumbled. The woman spoke quietly. ""Excellent, you may continue to exist.""","I found the first example difficult, it was hard to use these words in another way. The others were easier, but were mostly quite dark! ","I tried to think of a concept or theme totally unrelated to the required words.,Brainstormed about novel ways to combine the required words.",I wrote the stories completely on my own.,Almost never.,I like to journal about my thoughts / reflections on daily life.
1,66e0244aa390fc8a9db7b0a0,R_2sdMlOguKbuAvfg,"Yes, I would like to participate","not a long time ago and not in a galaxy far far away. no, this story is a lot different than star wars but shares certain elements such as tyranny, oppression, and depreciation of society. the lust for energy, petrol in particular, led to the long-anticipated world war. people tried to stop using vehicles powered by high-carbon emitting substances like diesel, but that was not of use. after a certain point, even though many machinery switched to electricity-fueled engines, people could not find sufficient ways to pump the engines with electricity.","on a typical day on the emerald isle, the boy woke up and started staring at the clock as if the pendulum was a time stamp of his existence constantly ticking at the back of his neck. then he remembered he just missed his application to a new flat just because of one missing reference letter. he was one step away from being homeless. in a hurry, he grabbed his phone and checked if a friend of his did send the money he was in need of for a quite long time. ","you could hear the crisp and beefy sound of the organ from miles away even though there was no sign of a church at all. all you could see was the pale grim appearance of the large concrete buildings the empire built for their newly established capital. they wanted it to be free of soul, emotion, heart and everything any man can hold dear. That was the essence of the master plan, in which they could finally see all the people comply, like constantly anxious androids killing time to breathe and live for another day. this was no different than surviving rather than living merely. ","it was one of the days you woke up to a complete gloom even though the day had started hours ago. well, if you had not skipped your payment for the artificial wake-up light subscription, you would have been woken up quite easily and that explains the itch and the pain in your eyes and your back. of course none of them could exist without the rule of the machines that obscured the sky and the beauty of the world we live in.","well, almost every time I tend to describe a dystopic atmosphere or something existentialist writers would write. rather than a theme I start by identifying the emotion, the general feeling word made me felt like.","I aimed to put each required word in a new sentence.,Brainstormed about novel ways to combine the required words.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e021deb5444fe53a42cdb9,R_8mxVCke66o4WOVl,"Yes, I would like to participate","The pump for my bicycle broke the other day. It got a puncture. Would you be able to believe the irony, because I certainly wouldn't! This meant that until I could source a new one, or fix that one, I was borrowing and driving my mum's car. The only problem with this, was that the first time I took it to get filled up I was not sure whether it took petrol or diesel...","There are some letters that I have always wanted to send, but I never have. Whether that's because I don't quite have the words, or I have the words but not the recipient. One time, it was because I didn't have a stamp, and then the letter got so destroyed just sitting in my bag that I thought fate was telling me to give up. Maybe today is the day.","There is a belief that the most beautiful instrument is the organ, which you might find gracing a church and whose music might sound melodic to your ears. To me, this instrument makes me think of centuries of kings and queens who forced people to comply. The empire that they built based on the expectation that the people needed them. So I prefer the lute.","She didn't want to exist anymore. She had made the final payment on her mortgage, and now owned the house she had been living in for forty years - but all she felt was gloom. In every ten year plan she made, she allowed herself some breathing space - she would finally achieve her dreams once she had paid that final sum. She couldn't bring herself to do anything now that she was there.","I immediately thought of the obvious use of the words, and then pushed myself to go one step further. Then I tried to think of an alluring way to write about the words and this story.","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,Brainstormed about novel ways to combine the required words.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,One or more times a month.,"I enjoy telling engaging stories about daily life to others.,I like to journal about my thoughts / reflections on daily life."
