result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_interestingness
R_8JLzPcPzxxmeT2T_Q2,"['human', 'stamp-letter-send']","['model', 'id']",460,81,58,32,4,0.7160493827160493,4.555555555555555,114.25,20.25,18.0,0,0,0,1,3,0,4,0.21079816717293956,0.01106347306435849,"[0.0018719530322638678, 0.0043070553814997525, 0.010416201182774115]","[0.7160493827160493, 0.9875, 1.0, 1.0, 1.0]","[0.16049382716049382, 0.5125, 0.7215189873417721, 0.8717948717948718, 0.961038961038961]",3.25,6,2.785914760914761,6,9.0,11,84.17695652173914,7.232173913043479,0.22452200577200576,0.162630772005772,0.04419191919191919,0.036616161616161616,0.057291666666666664,0.16249549062049062,0.12143759018759018,0.17596319447393002,0.001808993215028476,1.0,0.004491166273752845
R_8FjH6e5PsshRtjr_Q2,"['human', 'stamp-letter-send']","['model', 'id']",246,53,41,17,5,0.7735849056603774,3.490566037735849,48.4,10.6,10.6,6,0,1,4,0,6,4,0.2010745191398789,0.0363541841506958,"[0.021089722712834658, 0.002337471644083683, 0.00812226335207622, 0.04115891059239704]","[0.7735849056603774, 0.9807692307692307, 1.0, 1.0, 1.0]","[0.18867924528301888, 0.5192307692307693, 0.8431372549019608, 0.96, 0.9795918367346939]",1.4,3,2.173419540229885,6,5.8,7,109.64900000000003,1.046000000000003,0.19904761904761906,0.18476190476190477,0.04523809523809524,0.014285714285714285,0.19904761904761906,0.1295238095238095,0.10047619047619047,0.19395604340926462,0.02125628928114981,1.0,0.02523587544759115
R_2LTbPAQf8NZ0wRb_Q2,"['human', 'stamp-letter-send']","['model', 'id']",228,45,38,15,3,0.8444444444444444,3.977777777777778,75.33333333333333,15.0,14.333333333333334,0,0,0,3,0,0,3,0.19908607403437298,0.0582850515842438,"[0.047248904903729766, 0.01103614668051403]","[0.8444444444444444, 0.9772727272727273, 1.0, 1.0, 1.0]","[0.26666666666666666, 0.6818181818181818, 0.8837209302325582, 1.0, 1.0]",2.0,4,2.5525744097172667,7,10.333333333333334,13,96.68588235294119,3.996862745098042,0.20050125313283207,0.17042606516290726,0.03508771929824561,0.017543859649122806,0.11779448621553884,0.16541353383458646,0.11779448621553884,0.16146676955015762,0.02523317949216164,1.0,0.02912421623865763
R_2JzuWAk6bRQPato_Q2,"['human', 'stamp-letter-send']","['model', 'id']",326,63,44,23,3,0.6984126984126984,4.111111111111111,107.66666666666667,21.0,17.666666666666668,3,0,0,5,0,3,5,0.2072221467146289,0.015715063701976423,"[0.004854097149588843, 0.01086096655238758]","[0.6984126984126984, 0.9516129032258065, 1.0, 1.0, 1.0]","[0.1746031746031746, 0.5806451612903226, 0.8360655737704918, 0.9333333333333333, 0.9830508474576272]",3.3333333333333335,7,2.7033549783549784,8,7.666666666666667,8,76.83830845771146,8.090149253731344,0.14814814814814814,0.16049382716049382,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.1111111111111111,0.13580246913580246,0.17893956277681433,0.008961034131649781,0.3333333333333333,0.010256624221801736
R_27E8zaS1IXk1NPZ_Q2,"['human', 'stamp-letter-send']","['model', 'id']",521,94,69,35,5,0.7340425531914894,4.4361702127659575,103.4,18.8,17.2,0,0,0,8,2,0,10,0.20161786159547437,0.030581357925948363,"[0.0006660762287321598, 0.014920893926469114, 0.019471694363488085, 0.026104051333207368]","[0.7340425531914894, 0.989247311827957, 1.0, 1.0, 1.0]","[0.13829787234042554, 0.5376344086021505, 0.8260869565217391, 0.9560439560439561, 1.0]",3.0,6,2.6315727484780056,9,8.2,12,86.28222429906543,6.541046728971963,0.15921882465360726,0.19765926102882625,0.065,0.03277591973244147,0.1542881032011467,0.09982720178372352,0.0937505972288581,0.18463090191716733,0.02016960436995885,1.0,0.03987648487091067
R_27dw4UbFh02oLUB_Q2,"['human', 'stamp-letter-send']","['model', 'id']",377,70,48,17,5,0.6857142857142857,4.328571428571428,74.6,14.0,13.0,0,0,0,3,5,0,8,0.20465337748036666,0.03499764118875777,"[0.007860593001047772, 0.03677837962195987, 0.006404357297079916, 0.01895195245742798]","[0.6857142857142857, 0.927536231884058, 0.9705882352941176, 1.0, 1.0]","[0.17142857142857143, 0.5652173913043478, 0.7941176470588235, 0.9253731343283582, 0.9696969696969697]",2.2,4,2.757763450207669,8,9.0,13,90.09000000000002,4.420000000000002,0.19294685990338165,0.16367149758454105,0.10405797101449275,0.07333333333333333,0.12328502415458936,0.06405797101449275,0.05516908212560386,0.18641267133795697,0.014098572600174275,1.0,0.02329075733820596
R_2Ep8Ymfq8uSEw90_Q2,"['human', 'stamp-letter-send']","['model', 'id']",326,61,45,23,4,0.7377049180327869,4.245901639344262,80.75,15.25,14.5,4,0,0,0,4,4,4,0.204250668348531,0.011850127547678316,"[0.006788843328302568, 0.006413253290312643, 0.004573094702902264]","[0.7377049180327869, 0.9166666666666666, 0.9491525423728814, 0.9827586206896551, 1.0]","[0.18032786885245902, 0.55, 0.7627118644067796, 0.8448275862068966, 0.8771929824561403]",1.5,3,2.440341187270502,6,7.0,8,96.14364130434785,4.134601449275362,0.24517973856209152,0.1468954248366013,0.05498366013071895,0.04027777777777777,0.1468954248366013,0.09665032679738561,0.07303921568627451,0.18791426005570785,0.014903990863845584,1.0,0.0019719952628726167
R_8fKaPcuSHw79GVj_Q2,"['human', 'stamp-letter-send']","['model', 'id']",473,99,66,36,4,0.6666666666666666,3.696969696969697,117.25,24.75,21.0,12,0,0,5,0,12,5,0.2000423468294598,0.026002845148596167,"[0.013410619172182975, 0.013670762379964202, 0.011922886170747077]","[0.6666666666666666, 0.9693877551020408, 1.0, 1.0, 1.0]","[0.1111111111111111, 0.4387755102040816, 0.8247422680412371, 0.9583333333333334, 0.9894736842105263]",4.5,9,2.869370270726932,8,9.75,14,84.64666666666668,8.160370370370373,0.1358230283983512,0.17805997737848528,0.044758147161303545,0.10780897724943636,0.20114834551706862,0.0786439236941389,0.10576032581054101,0.16003435850143433,0.02332063390198802,1.0,0.0030414501825968276
R_8dVYGXDIccl6jkg_Q2,"['human', 'stamp-letter-send']","['model', 'id']",375,69,50,27,5,0.7246376811594203,4.2898550724637685,74.0,13.8,12.4,0,0,0,6,0,0,6,0.21051228759635207,0.1283641252553824,"[0.2113891009128455, 0.006417835119998799, 0.012659522891044606, 0.026261791586875916]","[0.7246376811594203, 0.9558823529411765, 1.0, 1.0, 1.0]","[0.18840579710144928, 0.5735294117647058, 0.8656716417910447, 0.9696969696969697, 1.0]",2.2,4,2.4796018697614444,8,6.8,10,101.765,3.0400000000000027,0.39728242174062606,0.08837289301685586,0.037719298245614034,0.028431372549019607,0.08340213278293773,0.055624355005159956,0.08837289301685587,0.1630628342213838,0.0023807523682034537,1.0,0.01762551466623946
R_8XAZuGtUxE4LglP_Q2,"['human', 'stamp-letter-send']","['model', 'id']",594,109,73,40,4,0.6697247706422018,4.4036697247706424,147.5,27.25,23.5,11,0,0,1,0,11,1,0.20422584391557252,0.005189601036897751,"[0.0007332806913261658, 0.005356130335066045, 0.0016949905289544154]","[0.6697247706422018, 0.9537037037037037, 1.0, 1.0, 1.0]","[0.11926605504587157, 0.4537037037037037, 0.7289719626168224, 0.9056603773584906, 0.9809523809523809]",5.5,9,2.9153597308488615,7,9.5,13,65.84960526315791,11.154824561403508,0.24149516151015402,0.1462883817831344,0.07100167448743161,0.04415584415584416,0.13397457115598044,0.08655250296929456,0.10312067991978037,0.17567839311516803,0.014953639729762547,0.5,0.0196330785751343
R_2rra18JsIdbb7pI_Q2,"['human', 'stamp-letter-send']","['model', 'id']",344,67,49,25,3,0.7313432835820896,4.0,114.0,22.333333333333332,18.333333333333332,0,0,0,6,3,0,9,0.21360411047935485,0.0197551423853094,"[0.010566502809524536, 0.009188639575784863]","[0.7313432835820896, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.14925373134328357, 0.4090909090909091, 0.6615384615384615, 0.78125, 0.873015873015873]",2.6666666666666665,4,2.8903508771929824,10,8.0,11,91.50653846153848,6.955128205128208,0.13737373737373737,0.2727272727272727,0.0,0.11565656565656565,0.18838383838383838,0.10707070707070708,0.11717171717171718,0.201969880124797,0.0038028933978020985,1.0,0.02027339140574136
R_8mJxG00fCL8kz05_Q2,"['human', 'stamp-letter-send']","['model', 'id']",201,40,35,16,4,0.875,3.925,49.5,10.0,9.75,6,0,0,2,0,6,2,0.20723817845185596,0.06385222540961372,"[0.020469826459884655, 0.05033436417579651, 0.02497414747873941]","[0.875, 1.0, 1.0, 1.0, 1.0]","[0.225, 0.5897435897435898, 0.868421052631579, 0.9459459459459459, 0.9722222222222222]",0.75,2,2.3380627394636013,6,6.25,8,99.53363636363638,2.109090909090913,0.24166666666666664,0.17083333333333334,0.04583333333333334,0.0,0.21666666666666667,0.0875,0.13333333333333333,0.18460582131924835,0.008928970657195667,1.0,0.009040252367655432
R_8LtUJwc0nMwsLzG_Q2,"['human', 'stamp-letter-send']","['model', 'id']",538,94,63,40,4,0.6702127659574468,4.6063829787234045,133.75,23.5,20.5,0,0,0,6,0,0,6,0.20684988559820713,0.025139114270448532,"[0.020990818265884642, 0.016657626526987462, 6.0226612800695634e-05]","[0.6702127659574468, 0.946236559139785, 0.9891304347826086, 1.0, 1.0]","[0.1276595744680851, 0.41935483870967744, 0.6739130434782609, 0.8021978021978022, 0.8777777777777778]",4.0,6,2.8201259489302966,8,9.5,13,72.19221698113208,9.773301886792456,0.2680976430976431,0.14856902356902357,0.07533670033670034,0.018518518518518517,0.06734006734006734,0.11321548821548821,0.1452020202020202,0.1868610537570456,0.009705556364493328,1.0,0.06588707764943441
R_8wT7Ix8TsW7XbEo_Q2,"['human', 'stamp-letter-send']","['model', 'id']",257,54,39,22,4,0.7222222222222222,3.6296296296296298,63.25,13.5,12.5,7,0,0,2,0,7,2,0.20124403584055053,0.019957941297500836,"[0.008423109849294008, 0.007059498627980554, 0.014454303468976692]","[0.7222222222222222, 0.9811320754716981, 1.0, 1.0, 1.0]","[0.2037037037037037, 0.5660377358490566, 0.8269230769230769, 0.9607843137254902, 1.0]",1.0,2,2.291360001817273,6,6.75,9,105.36936475409838,2.3509426229508215,0.2840219421101774,0.12762605042016806,0.028594771241830064,0.041666666666666664,0.13357843137254902,0.12943510737628383,0.14233193277310924,0.17296687934709631,0.02091725587980653,1.0,0.06588707764943441
R_8bVpeztZaqiDial_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",205,45,32,13,3,0.7111111111111111,3.511111111111111,67.66666666666667,15.0,12.666666666666666,0,0,3,2,0,0,2,0.20935314358809054,0.00959420800209046,"[0.0017397304375966482, 0.007854477564493811]","[0.7111111111111111, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.2222222222222222, 0.5681818181818182, 0.813953488372093, 0.9285714285714286, 1.0]",1.6666666666666667,3,2.7858476064997806,8,10.666666666666666,11,104.23250000000002,2.695833333333333,0.24143692564745195,0.09398496240601503,0.017543859649122806,0.05889724310776942,0.1558061821219716,0.110484544695071,0.10317460317460317,0.16957736015319824,0.00955299703634166,1.0,0.020373034477233876
R_8IgTefujpZYzrxD_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",507,97,58,39,5,0.5979381443298969,4.123711340206185,100.6,19.4,15.8,0,0,0,17,0,0,17,0.21022238776429622,0.011221855616831505,"[0.001304672161738074, 0.0015047712458504392, 0.0056985196140077465, 0.01393574821206675]","[0.5979381443298969, 0.9270833333333334, 0.968421052631579, 0.9893617021276596, 1.0]","[0.1134020618556701, 0.4375, 0.7578947368421053, 0.925531914893617, 0.978494623655914]",2.6,7,2.844677815894797,8,10.2,16,89.24194495412846,6.2275963302752295,0.22700649350649352,0.15450324675324675,0.02857142857142857,0.04496753246753247,0.18187878787878786,0.10869047619047618,0.12889935064935065,0.18892974698025247,0.007814508683930299,1.0,0.012169996897379576
R_27E8zaS1IXk1NPZ_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",453,81,66,38,6,0.8148148148148148,4.469135802469136,74.66666666666667,13.5,13.0,1,0,0,3,4,1,7,0.2085250709338344,0.10249922047313463,"[0.009050425508665666, 0.00502741254947997, 0.021526136459448397, 0.22064407666524252, 0]","[0.8148148148148148, 0.9875, 1.0, 1.0, 1.0]","[0.16049382716049382, 0.6, 0.9113924050632911, 0.9743589743589743, 1.0]",2.1666666666666665,6,2.478141927925556,9,7.333333333333333,15,90.12830645161293,4.538870967741939,0.1358974358974359,0.2376068376068376,0.0673076923076923,0.04608262108262108,0.18967236467236467,0.08782051282051281,0.09985754985754985,0.15831792095433112,0.011209142344853928,1.0,0.004320502281188965
R_8kG4d41raqDZBax_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",400,72,55,32,3,0.7638888888888888,4.486111111111111,132.66666666666666,24.0,21.666666666666668,0,0,0,4,0,0,4,0.21569554015032708,0.01067861647872656,"[0.009164002086177014, 0.0015146143925495459]","[0.7638888888888888, 0.971830985915493, 1.0, 1.0, 1.0]","[0.18055555555555555, 0.5915492957746479, 0.8428571428571429, 0.9710144927536232, 1.0]",5.0,5,3.8991279403327597,12,10.666666666666666,14,65.47576923076926,10.585897435897436,0.18006993006993008,0.16404428904428905,0.09994172494172494,0.041860916860916864,0.0709013209013209,0.1255827505827506,0.09654234654234654,0.1874404964239701,0.003131796088131411,1.0,0.02281498908996582
R_2pgeIFWQlDZignv_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",400,86,57,28,6,0.6627906976744186,3.5348837209302326,65.83333333333333,14.333333333333334,13.333333333333334,8,3,0,0,0,11,0,0.20482435302128868,0.18619647312645965,"[0.012026012485677556, 0.025482921136750103, 0.218097029460801, 0.18978728850682577, 0.020097931226094573]","[0.6627906976744186, 0.9647058823529412, 1.0, 1.0, 1.0]","[0.12790697674418605, 0.4588235294117647, 0.7380952380952381, 0.891566265060241, 0.975609756097561]",3.8333333333333335,7,2.344382509599901,8,7.333333333333333,10,103.20933848797253,2.8799484536082467,0.11113120595879217,0.28393182488010077,0.012820512820512822,0.028409090909090908,0.12072817029713581,0.052028909787530477,0.13662486938349008,0.1663452412771142,0.01861057816994538,0.5,0.019836397398085848
R_8fKaPcuSHw79GVj_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",291,57,45,26,3,0.7894736842105263,3.9649122807017543,96.0,19.0,16.666666666666668,6,0,0,0,0,6,0,0.20912666815977832,0.01710207495854532,"[0.0070520596844809436, 0.010050015274064378]","[0.7894736842105263, 1.0, 1.0, 1.0, 1.0]","[0.21052631578947367, 0.6964285714285714, 0.9090909090909091, 0.9814814814814815, 1.0]",4.666666666666667,5,2.8023702407264053,7,7.666666666666667,8,91.1325641025641,5.930769230769233,0.2471264367816092,0.18726053639846743,0.04382183908045977,0.05076628352490421,0.11087164750957854,0.11542145593869732,0.08764367816091954,0.1821590428766997,0.010005947892966105,1.0,0.012644831339518214
R_2iUnWVtJB7cvKHj_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",434,90,67,34,5,0.7444444444444445,3.7666666666666666,86.0,18.0,16.8,14,0,0,0,1,14,1,0.20581932384487567,0.011257308955286066,"[0.012274912993113202, 0.0003113073461195881, 0.009256373082890235, 0.0006720244884491078]","[0.7444444444444445, 0.9887640449438202, 1.0, 1.0, 1.0]","[0.14444444444444443, 0.5393258426966292, 0.8636363636363636, 0.9655172413793104, 1.0]",3.2,7,2.753333657697984,8,8.8,15,93.59254545454546,5.123919191919192,0.1400560224089636,0.1338655462184874,0.09067226890756303,0.13666666666666666,0.2103921568627451,0.03495798319327731,0.06557422969187675,0.2041723132133484,0.016620636522771404,1.0,0.019747515519460024
R_25FmW7vrOnS60wE_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",307,63,47,23,5,0.746031746031746,3.761904761904762,60.8,12.6,11.8,1,0,0,0,2,1,2,0.20876172502992651,0.0237132204430444,"[0.006816783121653958, 0.0036722918351491385, 0.012805134057998657, 0.024132231871287046]","[0.746031746031746, 1.0, 1.0, 1.0, 1.0]","[0.2222222222222222, 0.7258064516129032, 0.9836065573770492, 1.0, 1.0]",2.0,4,2.40047152194211,7,6.8,10,107.41600000000003,1.904,0.17944444444444443,0.1322222222222222,0.06,0.06055555555555556,0.06055555555555556,0.07111111111111111,0.1461111111111111,0.21250859809958417,0.01073583415266971,1.0,0.002901822328567505
R_8dFIkEkt84RkgQj_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",245,47,39,21,3,0.8297872340425532,4.148936170212766,81.0,15.666666666666666,14.666666666666666,0,0,0,0,0,0,0,0.20617700502986,0.01972389850351547,"[0.008532203568352603, 0.011191694935162866]","[0.8297872340425532, 1.0, 1.0, 1.0, 1.0]","[0.2127659574468085, 0.5869565217391305, 0.8666666666666667, 1.0, 1.0]",0.3333333333333333,1,2.956782106782107,9,8.0,12,94.88012820512822,4.331538461538461,0.2166400850611377,0.0707070707070707,0.18872939925571502,0.050239234449760764,0.0707070707070707,0.1664008506113769,0.09808612440191387,0.18228358548620474,0.01590527415280274,1.0,0.03496503829956055
R_2VPJFAhkG6jzuXy_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",306,60,45,25,4,0.75,3.9833333333333334,75.5,15.0,13.25,0,0,0,10,0,0,10,0.2117160572608312,0.013252004366072379,"[0.010857380855651133, 0.004927951097488392, 0.0040926745959690425]","[0.75, 0.9830508474576272, 1.0, 1.0, 1.0]","[0.2, 0.6779661016949152, 0.9310344827586207, 0.9824561403508771, 1.0]",2.5,3,2.476885976885977,6,7.0,8,102.27407608695655,3.2795289855072447,0.153125,0.17326388888888888,0.057291666666666664,0.07118055555555555,0.15104166666666666,0.07013888888888889,0.0875,0.15933017367902008,0.004827169690860333,0.5,0.004649650482904333
R_8mJxG00fCL8kz05_Q4,"['human', 'gloom-payment-exist']","['model', 'id']",239,44,39,21,6,0.8863636363636364,4.2727272727272725,39.166666666666664,7.333333333333333,7.333333333333333,2,0,0,3,0,2,3,0.20996220878192356,0.04145953257878622,"[0.0012055734793345319, 0.005122443040212005, 0.045886596043904604, 0.04747630357742311, 0.0039579153060912975]","[0.8863636363636364, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.7906976744186046, 0.9761904761904762, 1.0, 1.0]",0.8333333333333334,2,2.0253071683218744,5,5.666666666666667,9,106.83333333333334,0.5940740740740758,0.15925925925925927,0.23148148148148148,0.027777777777777776,0.046296296296296294,0.13518518518518519,0.09074074074074073,0.06851851851851852,0.17071712276209955,0.00833486664867561,1.0,0.009089970588684104
