result_id,group_id,group_by,model,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_theme_cluster,metric_avg_raw_surprises,metric_avg_n_gram_diversity,metric_avg_pos_diversity
R_8d77LowRrq3xFfJ_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,631,115,74,40,4,0.6434782608695652,4.434782608695652,157.0,28.75,25.25,10,1,0,1,3,11,4,0.21077182598603078,0.03851475980579823,"[0.024588534842321902, 0.028174460589230732, 0.005009144277144717]","[0.6434782608695652, 0.9473684210526315, 0.9823008849557522, 1.0, 1.0]","[0.08695652173913043, 0.40350877192982454, 0.7610619469026548, 0.9375, 0.990990990990991]",5.5,7,3.0927161271440933,7,9.25,10,63.53979508196723,11.973852459016395,0.25158148166315136,0.15208016546492045,0.04520200781543794,0.0818515884305358,0.14245761187684963,0.07782083353771194,0.10449224178806756,0.20505348224084355,0.010028566637533709,0.25,20,0.019257379902899118,0.9146295133755897,0.6360036463125202
R_8IgTefujpZYzrxD_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,443,78,58,44,4,0.7435897435897436,4.576923076923077,110.0,19.5,18.0,0,0,0,3,0,0,3,0.21062671413633335,0.01228425037801221,"[0.006862092367458689, 0.010172948950812943, 0.001391334248746684]","[0.7435897435897436, 0.974025974025974, 1.0, 1.0, 1.0]","[0.15384615384615385, 0.4675324675324675, 0.75, 0.9066666666666666, 0.972972972972973]",1.75,4,2.716261419678228,7,7.0,8,79.73806034482762,7.5407758620689656,0.32320075757575756,0.1284564393939394,0.08053977272727272,0.04616477272727273,0.0234375,0.16178977272727274,0.13972537878787877,0.21013158733404955,0.010318790336928563,0.5,6,0.006142125189006105,0.9435231435231435,0.6502036522036522
R_8PvUUEqSWnAZrWx_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,589,119,76,38,5,0.6386554621848739,3.8739495798319328,117.0,23.8,20.6,10,0,0,7,0,10,7,0.19818625714666982,0.005215637143860516,"[0.0036757724916833268, 0.003139880223151953, 0.0008138239383697621, 0.00280179763451599]","[0.6386554621848739, 0.9745762711864406, 1.0, 1.0, 1.0]","[0.09243697478991597, 0.4406779661016949, 0.7606837606837606, 0.9051724137931034, 0.9739130434782609]",5.0,11,3.0919648557600365,10,11.0,18,82.27590697674421,8.192930232558144,0.18484622928558855,0.17986370608796237,0.0427786858450474,0.056240601503759396,0.1614192672316242,0.10504890990016848,0.09093922096210426,0.19257483493934557,0.03519970431625563,0.5,31,0.002607818571930258,0.9226463466742629,0.6345768317693472
R_8fKaPcuSHw79GVj_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,472,99,66,36,4,0.6666666666666666,3.696969696969697,117.25,24.75,21.0,12,0,0,5,0,12,5,0.2000423468294598,0.026002845148596167,"[0.013410619172182975, 0.013670762379964202, 0.011922886170747077]","[0.6666666666666666, 0.9693877551020408, 1.0, 1.0, 1.0]","[0.1111111111111111, 0.4387755102040816, 0.8247422680412371, 0.9583333333333334, 0.9894736842105263]",4.5,9,2.869370270726932,8,9.75,14,84.64666666666668,8.160370370370373,0.1358230283983512,0.17805997737848528,0.044758147161303545,0.10780897724943636,0.20114834551706862,0.0786439236941389,0.10576032581054101,0.19157053313209016,0.031487524950675694,0.16666666666666666,14,0.013001422574298085,0.9272108843537414,0.6644871813800579
R_8sBNWJpZHPgPqua_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,224,44,36,16,4,0.8181818181818182,4.0227272727272725,55.25,11.0,10.25,6,0,0,2,0,6,2,0.20157489875952403,0.01813726822535196,"[0.016260848442713416, 0.002465798457463586, 0.008479255437850941]","[0.8181818181818182, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.6976744186046512, 0.9523809523809523, 1.0, 1.0]",1.25,4,2.4045436171072843,6,7.0,9,99.48,2.3649999999999984,0.2007711038961039,0.19103084415584415,0.08116883116883117,0.03835227272727273,0.18031655844155844,0.07406655844155843,0.13607954545454545,0.19619448150245888,0.028422421090547212,0.16666666666666666,9,0.00906863411267598,0.9636363636363636,0.7800110741971207
R_2mqjhNO26XNoi6R_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,439,79,64,36,6,0.810126582278481,4.481012658227848,72.33333333333333,13.166666666666666,12.666666666666666,6,0,0,1,3,6,4,0.20565927284104485,0.1656085267417875,"[0.010605705919719877, 0.002949390099162147, 0.006050438398406632, 0.19587079683939615, 0.19854498559778389]","[0.810126582278481, 0.9871794871794872, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5128205128205128, 0.7662337662337663, 0.9473684210526315, 1.0]",1.8333333333333333,5,2.783958263958264,11,7.166666666666667,11,89.08242424242428,4.477727272727272,0.18965068747677444,0.16849684132292828,0.0698005698005698,0.055091044221479,0.1902762294066642,0.09738015607580824,0.11696705066270284,0.20474872658553633,0.020253672927505573,0.5,19,0.08280426337089374,0.9594612138915937,0.6756642868568251
R_8DSuE0JfUBgPxHX_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,302,57,46,24,3,0.8070175438596491,4.228070175438597,100.0,19.0,16.666666666666668,0,0,0,1,0,0,1,0.20108915131161179,0.001536089001279911,"[8.68757565816447e-05, 0.0014492132446982664]","[0.8070175438596491, 0.9821428571428571, 1.0, 1.0, 1.0]","[0.17543859649122806, 0.5535714285714286, 0.8545454545454545, 1.0, 1.0]",3.6666666666666665,6,2.8645688294811102,10,8.333333333333334,13,87.61317204301076,6.173225806451615,0.2777313266443701,0.09308807134894091,0.08193979933110368,0.012820512820512822,0.08012820512820513,0.16527313266443702,0.12527870680044592,0.2104412068441076,0.0293939159863717,0.3333333333333333,22,0.0007680445006399556,0.9578320802005013,0.7167110959216222
R_2cHcLwZLH3kFnm9_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,437,91,63,34,6,0.6923076923076923,3.7252747252747254,72.0,15.166666666666666,14.333333333333334,8,0,0,1,0,8,1,0.20726680404999676,0.009990453909313869,"[0.0068302369780010586, 0.0063405060578906325, 0.0012782805022739097, 0.00010265906651815704, 0.010424452168600912]","[0.6923076923076923, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.13186813186813187, 0.4777777777777778, 0.8202247191011236, 0.9545454545454546, 1.0]",2.1666666666666665,4,2.3410044207741576,6,7.333333333333333,11,96.0875,3.956111111111113,0.21061253561253562,0.1745548433048433,0.05016025641025641,0.056873219373219375,0.12508903133903135,0.09647435897435898,0.12038817663817664,0.20073902144015415,0.01703861050960176,0.125,17,0.0049952269546569335,0.934017094017094,0.6768832166584976
R_25FmW7vrOnS60wE_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,252,44,33,18,6,0.75,4.4772727272727275,41.166666666666664,7.333333333333333,7.333333333333333,0,1,0,2,2,1,4,0.2125100154502719,0.060793166160583494,"[0.0034712115923563602, 0.0131157398223877, 0.00391070048014322, 0.04800830284754434, 0.0834769606590271]","[0.75, 0.9302325581395349, 0.9761904761904762, 1.0, 1.0]","[0.25, 0.6744186046511628, 0.8809523809523809, 0.9512195121951219, 1.0]",1.6666666666666667,3,1.9439997263273125,4,4.666666666666667,7,109.74023809523811,0.271428571428574,0.15575396825396826,0.21825396825396826,0.025793650793650792,0.011904761904761904,0.09325396825396826,0.0625,0.0,0.21277103319908808,0.006552187709051471,0.3333333333333333,4,0.030396583080291743,0.9312846068660022,0.7513180995597332
R_2G1cvocEgxet2xf_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,363,76,57,25,5,0.75,3.6710526315789473,71.8,15.2,14.4,7,0,0,7,0,7,7,0.20121793309847513,0.014026448840186709,"[0.010629560266222277, 0.0034414291381835993, 0.011100676513853519, 0.0028812317621140227]","[0.75, 0.9733333333333334, 1.0, 1.0, 1.0]","[0.15789473684210525, 0.5066666666666667, 0.8108108108108109, 0.9452054794520548, 0.9861111111111112]",2.6,4,2.367581792318634,7,7.2,10,95.02705882352943,4.228235294117649,0.18230723868494766,0.1512988353236031,0.03481203007518797,0.06834144183989385,0.19358985699542974,0.11472209936606222,0.073343653250774,0.20395590958086032,0.029136352412645006,0.2,25,0.007013224420093354,0.9446666666666667,0.6813377609765497
R_2sdMlOguKbuAvfg_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,553,94,73,47,5,0.776595744680851,4.75531914893617,109.8,18.8,17.4,0,0,0,0,0,0,0,0.2100840632172231,0.023968345468694516,"[0.023518849864150537, 0.004769761905525666, 0.018384525721723388, 0.0012635534459894404]","[0.776595744680851, 1.0, 1.0, 1.0, 1.0]","[0.1276595744680851, 0.44086021505376344, 0.8260869565217391, 0.945054945054945, 0.9777777777777777]",3.0,5,3.2055990079826397,10,8.8,14,74.525,8.330000000000002,0.308015984015984,0.11966233766233766,0.09094305694305695,0.08382417582417583,0.01,0.09352247752247753,0.1395144855144855,0.22811494695330128,0.011404092175149094,0.5,1,0.011984172734347258,0.9553191489361702,0.6634878937752621
R_2pgeIFWQlDZignv_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,508,102,65,28,7,0.6372549019607843,3.892156862745098,71.71428571428571,14.571428571428571,13.857142857142858,1,0,0,12,0,1,12,0.20849524824707596,0.07552695473035174,"[0.004593402147293091, 0.008059976498285909, 2.163449923195393e-05, 0.015705148379007966, 0.007795155048370361, 0.19040554761886597]","[0.6372549019607843, 0.9702970297029703, 1.0, 1.0, 1.0]","[0.11764705882352941, 0.46534653465346537, 0.81, 0.9696969696969697, 1.0]",2.142857142857143,6,2.3018337319707185,9,8.571428571428571,13,90.87654867256639,4.594209860935525,0.1664515806322529,0.1454481792717087,0.05986394557823129,0.04054621848739496,0.14937474989995997,0.12386454581832733,0.05634753901560624,0.20690319260347237,0.01458172211544334,0.2,2,0.03776347736517587,0.921510386332751,0.6725381126347929
R_2XcT1LBVLYHa6hX_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,528,92,64,35,5,0.6956521739130435,4.554347826086956,104.8,18.4,16.4,0,0,2,5,0,0,5,0.2120417036930052,0.015074114350959511,"[4.061890972983928e-05, 0.01308391888936361, 0.01437761386235556, 0.002646077040470013]","[0.6956521739130435, 0.945054945054945, 1.0, 1.0, 1.0]","[0.11956521739130435, 0.3956043956043956, 0.7777777777777778, 0.9213483146067416, 0.9772727272727273]",2.0,3,2.639393857271906,8,7.6,8,80.61507142857144,7.579928571428571,0.2185294117647059,0.15362745098039216,0.051666666666666666,0.056862745098039215,0.13872549019607844,0.15176470588235294,0.09676470588235293,0.24917276796785373,0.007488811223584857,1.0,27,0.0075370571754797555,0.9281414237935977,0.6383136865305893
R_2rra18JsIdbb7pI_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,344,67,49,25,3,0.7313432835820896,4.0,114.0,22.333333333333332,18.333333333333332,0,0,0,6,3,0,9,0.21360411047935485,0.0197551423853094,"[0.010566502809524536, 0.009188639575784863]","[0.7313432835820896, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.14925373134328357, 0.4090909090909091, 0.6615384615384615, 0.78125, 0.873015873015873]",2.6666666666666665,4,2.8903508771929824,10,8.0,11,91.50653846153848,6.955128205128208,0.13737373737373737,0.2727272727272727,0.0,0.11565656565656565,0.18838383838383838,0.10707070707070708,0.11717171717171718,0.20952526921207465,0.004363997650885576,0.5,3,0.0098775711926547,0.9371777476255089,0.5748297949977055
R_2YKQTEPFuU2GBvV_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,436,82,58,26,5,0.7073170731707317,4.195121951219512,86.4,16.4,14.4,9,0,0,2,0,9,2,0.20818652409773608,0.03858020844913665,"[0.023628050372714093, 0.03677645751408168, 0.01096070437204269, 0.005795204639434837]","[0.7073170731707317, 0.9382716049382716, 1.0, 1.0, 1.0]","[0.13414634146341464, 0.5432098765432098, 0.8625, 0.9620253164556962, 0.9871794871794872]",3.0,7,2.5176607378129114,9,7.8,13,90.62051612903227,5.2403440860215085,0.1883617396801981,0.12433550222596876,0.06289349595637628,0.04171122994652406,0.14599720766049368,0.08610415953215142,0.10088248465530412,0.18008944305401403,0.015199170414123109,0.25,7,0.019290104224568325,0.9291177356218007,0.6978122043283616
R_2PoZkpFOhTZwzbR_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,162,33,30,12,3,0.9090909090909091,3.757575757575758,53.333333333333336,11.0,10.0,0,2,0,2,0,2,2,0.21241957762024619,0.031690406799316395,"[0.028894180059432978, 0.0027962267398834173]","[0.9090909090909091, 1.0, 1.0, 1.0, 1.0]","[0.36363636363636365, 0.8125, 0.967741935483871, 1.0, 1.0]",1.0,2,2.0525252525252524,5,6.333333333333333,8,109.04000000000002,1.2800000000000011,0.20952380952380953,0.1380952380952381,0.023809523809523808,0.11428571428571428,0.22857142857142856,0.07142857142857142,0.047619047619047616,0.20498923942880723,0.0067330633691028985,0.5,15,0.015845203399658198,0.9818181818181818,0.8287756598240469
R_8IgTefujpZYzrxD_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,395,79,57,29,3,0.7215189873417721,3.949367088607595,131.0,26.333333333333332,22.333333333333332,0,0,0,9,0,0,9,0.20624829219479868,0.012792716243050312,"[0.0027753130655095992, 0.010017403177540712]","[0.7215189873417721, 1.0, 1.0, 1.0, 1.0]","[0.13924050632911392, 0.4358974358974359, 0.6883116883116883, 0.8289473684210527, 0.92]",2.0,4,3.3006175960171116,10,11.333333333333334,13,86.50960784313729,8.231764705882352,0.2561892130857648,0.11089006778661951,0.051024167403477746,0.07136015325670499,0.12584733274388446,0.13008399646330682,0.15653551429413498,0.1863293532028939,0.019075634219997917,0.16666666666666666,14,0.006396358121525156,0.9443037974683545,0.6024793997918582
R_8dVYGXDIccl6jkg_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,514,100,66,39,3,0.66,4.13,170.66666666666666,33.333333333333336,27.666666666666668,0,0,0,10,0,0,10,0.21290532023961406,0.020528178054745466,"[0.008424660516163668, 0.012103517538581798]","[0.66, 0.9393939393939394, 1.0, 1.0, 1.0]","[0.13, 0.5555555555555556, 0.8775510204081632, 0.979381443298969, 1.0]",6.0,8,3.6831257247596607,10,12.666666666666666,14,71.20751572327046,12.105094339622642,0.17057284365947106,0.10408373049247734,0.11404541631623213,0.054107092795065884,0.11221381179329035,0.07398373983739838,0.09697224558452482,0.2081284256814753,0.005761578130367151,1.0,29,0.010264089027372733,0.9198787878787879,0.7084976038525376
R_8o6ejl1aVHjSI9z_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,560,117,71,38,6,0.6068376068376068,3.7264957264957266,92.5,19.5,17.5,19,0,0,3,0,19,3,0.20868231383699443,0.011801723305453139,"[0.0035978636098286665, 0.0039969458466484475, 0.007881538073221839, 0.0023214995861053356, 0.011706461147828556]","[0.6068376068376068, 0.9310344827586207, 0.9826086956521739, 1.0, 1.0]","[0.09401709401709402, 0.39655172413793105, 0.7130434782608696, 0.8947368421052632, 0.9646017699115044]",2.5,6,2.9224400979575327,9,8.0,13,88.22996666666668,6.128600000000002,0.21554556554556556,0.12136197136197135,0.1472194472194472,0.022005772005772004,0.1916097791097791,0.07208347208347209,0.11144133644133644,0.19197931046624786,0.014207590935606418,0.25,11,0.005900861652726569,0.9040961570496803,0.6125901816865325
R_8JLzPcPzxxmeT2T_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,449,81,59,32,3,0.7283950617283951,4.493827160493828,149.0,27.0,23.333333333333332,0,0,0,2,2,0,4,0.20984331217985,0.01410590291691094,"[0.0070554947569256565, 0.007050408159985283]","[0.7283950617283951, 0.975, 1.0, 1.0, 1.0]","[0.14814814814814814, 0.5, 0.7848101265822784, 0.9487179487179487, 1.0]",3.6666666666666665,6,3.6627976190476192,12,10.666666666666666,13,76.41507751937986,9.722558139534886,0.3199074074074074,0.07453703703703704,0.09305555555555556,0.0462962962962963,0.044444444444444446,0.12453703703703704,0.14537037037037037,0.22223811126449733,0.01188559424989527,0.5,1,0.00705295145845547,0.940679012345679,0.6763352446896751
R_2pgeIFWQlDZignv_Q1,"['human', 'low']","['sentience', 'semantic_distance']",human,653,123,81,45,6,0.6585365853658537,4.260162601626016,108.0,20.5,18.166666666666668,4,3,0,2,0,7,2,0.20997079809506733,0.012459900949070325,"[0.0006245684111708116, 0.012212191309247694, 0.009469597112564815, 0.0023926768984113556, 0.0064507186412811335]","[0.6585365853658537, 0.9672131147540983, 0.9917355371900827, 1.0, 1.0]","[0.10569105691056911, 0.45901639344262296, 0.7603305785123967, 0.925, 0.9747899159663865]",3.5,7,3.7646098811929463,16,12.5,24,76.1648717948718,8.01846153846154,0.2074256605820451,0.1358143503767607,0.044277267447999154,0.06215055867136211,0.12013870342421275,0.1274546206755676,0.08295912600073288,0.18411162698153152,0.011630622419460612,0.25,7,0.006229950474535162,0.9234970474620069,0.6449655889663951
R_2BoHBhJy5N6y8ZX_Q2,"['human', 'low']","['sentience', 'semantic_distance']",human,138,31,27,11,4,0.8709677419354839,3.3870967741935485,33.75,7.75,7.5,4,0,0,1,0,4,1,0.20218981287696144,0.2739344702826606,"[0.20545085271199545, 0.0013760089874267634, 0.2040748437245687]","[0.8709677419354839, 1.0, 1.0, 1.0, 1.0]","[0.2903225806451613, 0.7666666666666667, 0.9310344827586207, 0.9642857142857143, 1.0]",0.25,1,1.9133597883597884,5,4.75,6,115.77089285714288,-0.7146428571428576,0.15,0.08809523809523809,0.15833333333333333,0.052380952380952375,0.1880952380952381,0.09999999999999999,0.09166666666666667,0.20948483816628316,0.02719259285567238,0.5,21,0.1369672351413303,0.9741935483870968,0.7904618888712326
