result_id,model_id,item_id,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_n_gram_diversity,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
98eada92d1c2,gpt-4_t0.9_p0.95,gloom-payment-exist,844,141,93,70,5,4.886524822695035,168.0,28.2,24.4,0.21190911134084064,0.010580557051454456,"[0.6114649681528662, 0.9615384615384616, 0.9935483870967742, 1.0, 1.0]",0.08809714998517718,0.00789967392180635,0.14285714285714285
7e8a6a06994c,gpt-4_t0.5_p0.7,gloom-payment-exist,855,153,99,64,5,4.496732026143791,170.2,30.6,26.0,0.21457505915018302,0.009915146334240121,"[0.5964912280701754, 0.9411764705882353, 1.0, 1.0, 1.0]",0.08671000003814697,0.002567778303121604,0.08333333333333333
28459521febf,gpt-4_t0.9_p0.7,gloom-payment-exist,860,143,104,72,5,4.846153846153846,171.2,28.6,25.4,0.21436248239310507,0.005541041678998063,"[0.6352941176470588, 0.9704142011834319, 1.0, 1.0, 1.0]",0.1118670174053737,0.0029929318172775,0.1111111111111111
87f678d20182,gpt-4_t0.3_p0.9,gloom-payment-exist,842,144,96,65,5,4.715277777777778,167.6,28.8,24.2,0.21664948486364805,0.005290738079044566,"[0.5975609756097561, 0.9386503067484663, 0.9938271604938271, 1.0, 1.0]",0.12354487691606794,0.0015810731238084519,0.5
18b653a3a104,gpt-4_t0.5_p0.3,gloom-payment-exist,824,144,99,65,5,4.604166666666667,164.0,28.8,25.0,0.21513110399246216,0.007444078112259875,"[0.6158536585365854, 0.950920245398773, 1.0, 1.0, 1.0]",0.08079578195299421,0.0014556886185633222,0.08333333333333333
88a660249df5,gpt-4_t0.7_p0.95,gloom-payment-exist,712,125,91,52,5,4.584,141.6,25.0,23.0,0.2162681110484208,0.018039707220219955,"[0.6619718309859155, 0.9787234042553191, 1.0, 1.0, 1.0]",0.12229611703327724,0.0008183254933539774,0.1111111111111111
4c4ffc1eed89,gpt-4_t0.0_p1.0,gloom-payment-exist,897,164,102,65,5,4.378048780487805,178.6,32.8,26.8,0.216336478636815,0.00673715551527275,"[0.5652173913043478, 0.9289617486338798, 0.9945054945054945, 1.0, 1.0]",0.08059584413255964,0.0009550606701423381,0.08333333333333333
738fa2068ada,gpt-4_t0.9_p1.0,gloom-payment-exist,747,130,90,64,5,4.653846153846154,148.6,26.0,22.4,0.2140932289499139,0.02434268222985632,"[0.6438356164383562, 0.9655172413793104, 1.0, 1.0, 1.0]",0.13020157984324865,0.0035314387036598505,0.5
50f929c49d66,gpt-4_t1.0_p1.0,gloom-payment-exist,990,167,116,84,5,4.802395209580839,197.4,33.4,27.6,0.21415345226288937,0.013362730626847827,"[0.625, 0.9633507853403142, 1.0, 1.0, 1.0]",0.09415155138288225,0.0034109920777088965,0.14285714285714285
fdf6181d2b79,gpt-4_t0.0_p0.95,gloom-payment-exist,918,158,104,63,5,4.6835443037974684,182.8,31.6,26.8,0.21420608595952095,0.013348264647644131,"[0.5977653631284916, 0.9438202247191011, 1.0, 1.0, 1.0]",0.09249815600258963,0.003305724684445732,0.3333333333333333
5f15b3bac465,gpt-4_t0.3_p0.95,gloom-payment-exist,808,140,96,65,5,4.635714285714286,160.8,28.0,23.8,0.21607382157101082,0.01833094642126995,"[0.6111111111111112, 0.9627329192546584, 1.0, 1.0, 1.0]",0.11882027387619018,0.0004297465385340038,0.1111111111111111
2abe415aa495,gpt-4_t1.0_p0.5,gloom-payment-exist,756,131,95,60,5,4.656488549618321,150.4,26.2,23.4,0.21580736411493376,0.010872565499155482,"[0.6577181208053692, 0.9932432432432432, 1.0, 1.0, 1.0]",0.08878840378352575,0.00010316837362012166,0.14285714285714285
d297d6356f77,gpt-4_t1.0_p0.7,gloom-payment-exist,729,131,87,61,5,4.427480916030534,145.0,26.2,22.2,0.2148273023099847,0.009619813861988527,"[0.5933333333333334, 0.9463087248322147, 1.0, 1.0, 1.0]",0.10181982006345476,0.002063291983518234,0.1111111111111111
e063211acc2a,gpt-4_t0.9_p0.3,gloom-payment-exist,934,163,106,72,5,4.6503067484662575,186.0,32.6,28.2,0.21356605240530066,0.0017898578442460539,"[0.6033519553072626, 0.949438202247191, 0.9887005649717514, 1.0, 1.0]",0.08951570817402431,0.004585791792886318,0.08333333333333333
1a4727903bc1,gpt-4_t1.0_p0.3,gloom-payment-exist,830,145,98,61,5,4.606896551724138,165.2,29.0,26.2,0.2123975304632239,0.016430965935645372,"[0.6134969325153374, 0.9691358024691358, 1.0, 1.0, 1.0]",0.0809936455317906,0.006922835677039829,0.08333333333333333
cb1cddaa6a22,gpt-4_t1.0_p0.9,gloom-payment-exist,744,123,91,64,5,4.91869918699187,148.0,24.6,22.4,0.21157788579899167,0.007900103470146205,"[0.6690140845070423, 0.9858156028368794, 1.0, 1.0, 1.0]",0.09098615646362304,0.008562125005504295,0.08333333333333333
860d7ca78978,gpt-4_t0.7_p0.7,gloom-payment-exist,814,143,96,68,5,4.559440559440559,162.0,28.6,25.4,0.21602477432867223,0.0067301816337711345,"[0.6012269938650306, 0.9691358024691358, 1.0, 1.0, 1.0]",0.08956315176827567,0.0003316520538568235,0.14285714285714285
a7c413ad3f03,gpt-4_t0.7_p1.0,gloom-payment-exist,807,136,95,65,5,4.8161764705882355,160.6,27.2,24.2,0.21143554067955567,0.011121183970934687,"[0.6298701298701299, 0.9477124183006536, 1.0, 1.0, 1.0]",0.12489286320550101,0.008846815244376305,0.1111111111111111
9b53d13cbdc3,gpt-4_t1.0_p0.95,gloom-payment-exist,831,136,96,68,5,4.963235294117647,165.6,27.2,23.8,0.2122414021820641,0.010894959521936726,"[0.6172839506172839, 0.9627329192546584, 1.0, 1.0, 1.0]",0.10770753281457084,0.00723509223935942,0.3333333333333333
4f45ca91350a,gpt-4_t0.3_p0.5,gloom-payment-exist,754,132,96,55,5,4.590909090909091,150.0,26.4,23.4,0.2149657240620366,0.013980039855936058,"[0.6428571428571429, 0.9803921568627451, 1.0, 1.0, 1.0]",0.08629562854766845,0.0017864484794144486,0.08333333333333333
8601c1c66d35,gpt-4_t0.5_p0.9,gloom-payment-exist,832,139,97,71,5,4.848920863309353,165.6,27.8,24.0,0.2155481503283234,0.011148392409845151,"[0.6226415094339622, 0.9556962025316456, 0.9936305732484076, 1.0, 1.0]",0.10228512287139893,0.0006215959468408583,0.1111111111111111
0ddb9d10d4a2,gpt-4_t0.7_p0.5,gloom-payment-exist,734,124,87,64,5,4.766129032258065,146.0,24.8,21.0,0.21731252039945315,0.011783163132995392,"[0.6190476190476191, 0.9657534246575342, 1.0, 1.0, 1.0]",0.10346497297286987,0.002907144195418654,0.1111111111111111
002c0b03d7d2,gpt-4_t0.0_p0.5,gloom-payment-exist,870,155,100,67,5,4.509677419354839,173.2,31.0,25.8,0.2142566154306154,0.002627211437001467,"[0.5862068965517241, 0.9595375722543352, 1.0, 1.0, 1.0]",0.08166889122554234,0.0032046657422568625,0.08333333333333333
9f48f6fed678,gpt-4_t0.7_p0.9,gloom-payment-exist,891,154,101,72,5,4.701298701298701,177.4,30.8,25.6,0.21560362564379434,0.013419916274166901,"[0.6011560693641619, 0.9244186046511628, 0.9941520467836257, 1.0, 1.0]",0.1039233786719186,0.0005106453158989499,0.1111111111111111
7082b678b628,gpt-4_t0.0_p0.9,gloom-payment-exist,801,140,88,65,5,4.607142857142857,159.4,28.0,22.6,0.2142924618262511,0.009546082566534983,"[0.5660377358490566, 0.9430379746835443, 1.0, 1.0, 1.0]",0.08405329159327916,0.003132972950985413,0.08333333333333333
fd61bce92b42,gpt-4_t0.5_p0.95,gloom-payment-exist,904,158,106,73,5,4.620253164556962,180.0,31.6,26.8,0.21677860372687038,0.014859995472934637,"[0.6022099447513812, 0.9555555555555556, 1.0, 1.0, 1.0]",0.09331041744777134,0.0018393108502531286,0.14285714285714285
be6a2d94b2fc,gpt-4_t0.3_p1.0,gloom-payment-exist,634,109,81,50,5,4.706422018348624,126.0,21.8,20.0,0.21101725159859172,0.007572970919675778,"[0.6693548387096774, 0.991869918699187, 1.0, 1.0, 1.0]",0.08335517133985247,0.009683393406304197,0.08333333333333333
eefc04d28abe,gpt-4_t0.9_p0.9,gloom-payment-exist,843,134,99,69,5,5.126865671641791,167.8,26.8,23.8,0.21493287533140548,0.005009521736179787,"[0.6518987341772152, 0.9554140127388535, 1.0, 1.0, 1.0]",0.1069671664919172,0.001852145940676675,0.1111111111111111
50e84dba71ea,gpt-4_t0.3_p0.3,gloom-payment-exist,1039,180,118,75,5,4.661111111111111,207.0,36.0,29.8,0.21418131123791945,0.00760573992901796,"[0.594059405940594, 0.9502487562189055, 1.0, 1.0, 1.0]",0.08669321196419852,0.003355274127648744,0.08333333333333333
6859b5d436de,gpt-4_t0.5_p0.5,gloom-payment-exist,835,145,97,59,5,4.655172413793103,166.2,29.0,26.0,0.21432490560619682,0.007554102347883979,"[0.6172839506172839, 0.9813664596273292, 1.0, 1.0, 1.0]",0.08657354286738804,0.0030680853910939887,0.14285714285714285
e2455918cf0f,gpt-4_t0.0_p0.7,gloom-payment-exist,907,158,110,70,5,4.620253164556962,180.6,31.6,27.0,0.21441526943605632,0.021639129411941904,"[0.6348314606741573, 0.943502824858757, 1.0, 1.0, 1.0]",0.09286112444741386,0.0028873577313749954,0.3333333333333333
51c494c9316d,gpt-4_t0.0_p0.3,gloom-payment-exist,813,138,88,63,5,4.746376811594203,161.8,27.6,22.0,0.21485585673186208,0.004728508465019349,"[0.56875, 0.9622641509433962, 1.0, 1.0, 1.0]",0.09032561608723232,0.0020061831397634733,0.08333333333333333
d14f06213d00,gpt-4_t0.5_p1.0,gloom-payment-exist,811,140,90,62,5,4.664285714285715,161.4,28.0,23.4,0.2133389069629308,0.006663138372906607,"[0.5786163522012578, 0.9746835443037974, 0.9936305732484076, 1.0, 1.0]",0.1348242930003575,0.005040082677626012,0.3333333333333333
be1de831c4a8,gpt-4_t0.5_p1.0,petrol-diesel-pump,902,159,106,75,5,4.540880503144654,179.8,31.8,27.0,0.21402521863713994,0.006159242000662868,"[0.592391304347826, 0.9398907103825137, 0.9945054945054945, 1.0, 1.0]",0.11246838058744157,0.009129100749143026,0.14285714285714285
04e4955d1efc,gpt-4_t0.7_p1.0,petrol-diesel-pump,957,160,100,73,5,4.85625,190.6,32.0,26.4,0.21935737321275192,0.01720541212047791,"[0.5714285714285714, 0.9392265193370166, 1.0, 1.0, 1.0]",0.11275320904595511,0.0015352084020809342,0.2
050c4e9f54c2,gpt-4_t0.5_p0.3,petrol-diesel-pump,947,167,105,71,5,4.562874251497006,188.6,33.4,28.2,0.2154260720765327,0.019508924261487037,"[0.5654450261780105, 0.9210526315789473, 0.9735449735449735, 0.9946808510638298, 1.0]",0.09575972046170916,0.006327393870357523,0.2
4f852b84e287,gpt-4_t1.0_p0.3,petrol-diesel-pump,861,152,99,69,5,4.526315789473684,171.4,30.4,25.8,0.21502343313061875,0.011805013247898635,"[0.5909090909090909, 0.9428571428571428, 0.9942528735632183, 1.0, 1.0]",0.10791611841746739,0.007132671762185405,0.16666666666666666
bf3986d989bc,gpt-4_t0.7_p0.5,petrol-diesel-pump,852,149,100,70,5,4.590604026845638,169.6,29.8,24.4,0.21570312826282984,0.010392987981355614,"[0.6057142857142858, 0.9195402298850575, 0.9826589595375722, 1.0, 1.0]",0.12800665582929338,0.0057732814977632385,0.1111111111111111
afb30fade4ee,gpt-4_t0.5_p0.9,petrol-diesel-pump,791,134,90,65,5,4.7835820895522385,157.4,26.8,23.8,0.21976058958814695,0.005130871941172885,"[0.6038961038961039, 0.954248366013072, 0.9868421052631579, 0.9933774834437086, 1.0]",0.10128534010478428,0.002341641152870999,0.16666666666666666
accc5a88cea4,gpt-4_t1.0_p1.0,petrol-diesel-pump,918,156,93,68,5,4.762820512820513,182.8,31.2,25.2,0.215957224133561,0.004131841833355326,"[0.5485714285714286, 0.9252873563218391, 0.9942196531791907, 1.0, 1.0]",0.10856971570423671,0.005265089756300911,0.2
5fc8584d5bd9,gpt-4_t0.9_p1.0,petrol-diesel-pump,944,160,106,71,5,4.775,188.2,32.0,28.2,0.2157256387369014,0.027714397706887814,"[0.5901639344262295, 0.9340659340659341, 0.988950276243094, 1.0, 1.0]",0.12051203761781965,0.005728260549620112,0.14285714285714285
875e3504a421,gpt-4_t0.3_p0.7,petrol-diesel-pump,980,158,107,78,5,5.050632911392405,195.2,31.6,26.8,0.2149488423770164,0.011067516910456585,"[0.6042780748663101, 0.946236559139785, 0.9945945945945946, 1.0, 1.0]",0.09778568914958409,0.007281853269390126,0.2
5d78aee26db9,gpt-4_t1.0_p0.7,petrol-diesel-pump,960,170,108,78,5,4.529411764705882,191.2,34.0,27.8,0.21513322306362104,0.016545233717239483,"[0.5707070707070707, 0.9238578680203046, 1.0, 1.0, 1.0]",0.10825327464512416,0.006913091896180834,0.1111111111111111
2e79f1b6eb4d,gpt-4_t0.0_p0.7,petrol-diesel-pump,829,139,97,70,5,4.83453237410072,165.0,27.8,23.6,0.21588040311390816,0.014079186048277792,"[0.6273291925465838, 0.95625, 1.0, 1.0, 1.0]",0.1094340171132769,0.005418731795606591,0.2
8a6f736f692c,gpt-4_t0.7_p0.9,petrol-diesel-pump,822,144,101,72,5,4.597222222222222,163.6,28.8,25.4,0.21620743956084543,0.015083777164322076,"[0.6325301204819277, 0.9575757575757575, 1.0, 1.0, 1.0]",0.09705859763281686,0.004764658901732055,0.16666666666666666
b0f11eab1d9d,gpt-4_t1.0_p0.95,petrol-diesel-pump,929,158,102,73,5,4.7974683544303796,185.0,31.6,26.4,0.21648879884494132,0.01617342482058684,"[0.5942857142857143, 0.9712643678160919, 1.0, 1.0, 1.0]",0.11067110300064087,0.004201940333540266,0.14285714285714285
05b50a521f48,gpt-4_t0.7_p0.3,petrol-diesel-pump,722,119,88,58,5,4.915966386554622,143.6,23.8,21.2,0.2120941037924017,0.007680746792873616,"[0.6546762589928058, 0.9347826086956522, 0.9927007299270073, 1.0, 1.0]",0.10050674847194127,0.012991330438619497,0.1111111111111111
405046863ca8,gpt-4_t0.5_p0.5,petrol-diesel-pump,856,148,101,71,5,4.695945945945946,170.4,29.6,25.6,0.21289047628821023,0.010325506743914623,"[0.6309523809523809, 0.9520958083832335, 0.9819277108433735, 0.9939393939393939, 1.0]",0.102262852873121,0.011398585447002452,0.3333333333333333
f780f6dfb532,gpt-4_t0.7_p0.7,petrol-diesel-pump,932,168,110,81,5,4.4226190476190474,185.6,33.6,27.2,0.21697047847656556,0.009609245760871563,"[0.5906735751295337, 0.921875, 1.0, 1.0, 1.0]",0.09445100171225411,0.0032385810702917905,0.16666666666666666
5a4436748fda,gpt-4_t0.9_p0.95,petrol-diesel-pump,995,174,117,82,5,4.597701149425287,198.2,34.8,30.0,0.21443484680941938,0.018479228339664297,"[0.6060606060606061, 0.9543147208121827, 0.9948979591836735, 1.0, 1.0]",0.10371753317969186,0.008309844404584155,0.14285714285714285
c7f7f7cf95e8,gpt-4_t0.0_p0.9,petrol-diesel-pump,905,159,110,77,5,4.591194968553459,180.2,31.8,27.6,0.21267646875026205,0.01214134044010147,"[0.6263736263736264, 0.9723756906077348, 1.0, 1.0, 1.0]",0.10423575299126761,0.0118266005228988,0.3333333333333333
286582c508a6,gpt-4_t0.9_p0.5,petrol-diesel-pump,787,136,94,67,5,4.632352941176471,156.6,27.2,23.6,0.217429513523666,0.015218730747602827,"[0.6163522012578616, 0.930379746835443, 1.0, 1.0, 1.0]",0.10974012442997523,0.002320510976090928,0.14285714285714285
6e750d4fd847,gpt-4_t1.0_p0.9,petrol-diesel-pump,892,153,98,72,5,4.738562091503268,177.6,30.6,27.6,0.21682084770363075,0.007685564772490078,"[0.5828571428571429, 0.9655172413793104, 1.0, 1.0, 1.0]",0.11062256608690535,0.003537842616161413,0.2
