result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dependency_num_clauses,metric_max_dependency_num_clauses,metric_avg_dependency_path_length,metric_max_dependency_path_length,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
R_2G1cvocEgxet2xf_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",367,79,58,26,5,3.569620253164557,73.0,15.8,15.0,0.1988401854955233,0.010441143030212027,"[0.7341772151898734, 0.9615384615384616, 1.0, 1.0, 1.0]","[0.16455696202531644, 0.5, 0.8051948051948052, 0.9342105263157895, 0.9733333333333334]",2.6,4,2.3817530799703976,7,0.16019941303465102,0.027478662099512607,0.5
R_2YKQTEPFuU2GBvV_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",521,98,62,32,5,4.204081632653061,103.4,19.6,18.0,0.2042813996874517,0.028164422462598926,"[0.6326530612244898, 0.9278350515463918, 0.9895833333333334, 1.0, 1.0]","[0.11224489795918367, 0.4845360824742268, 0.875, 0.9789473684210527, 1.0]",4.8,7,2.772054168853953,10,0.16040525436401368,0.016596233715655773,0.5
R_2fDGzWQwo9sISmC_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",182,36,24,13,1,4.055555555555555,181.0,36.0,24.0,0.2011528030419961,0.0,"[0.6666666666666666, 0.8857142857142857, 0.9411764705882353, 0.9696969696969697, 1.0]","[0.2222222222222222, 0.45714285714285713, 0.7058823529411765, 0.9090909090909091, 0.96875]",8.0,8,4.1571428571428575,10,0.18594381941689386,0.022853427006567006,1.0
R_8U0c5Ms0PJ9VYTm_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",334,73,49,27,6,3.493150684931507,54.833333333333336,12.166666666666666,11.333333333333334,0.20222476387974883,0.04165541103907995,"[0.6712328767123288, 0.9722222222222222, 1.0, 1.0, 1.0]","[0.1506849315068493, 0.4444444444444444, 0.7323943661971831, 0.9, 0.9420289855072463]",1.6666666666666667,5,2.395428766634622,7,0.16390508545769586,0.02070950533106153,0.3333333333333333
R_25FmW7vrOnS60wE_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",345,64,46,22,3,4.25,114.0,21.333333333333332,19.333333333333332,0.20624142420756353,0.02855496037574043,"[0.71875, 0.9523809523809523, 1.0, 1.0, 1.0]","[0.203125, 0.6507936507936508, 0.9032258064516129, 0.9836065573770492, 1.0]",3.3333333333333335,6,2.895760971055089,7,0.2117168691423204,0.012676184675432134,1.0
R_8sBNWJpZHPgPqua_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",190,41,30,12,3,3.5853658536585367,62.666666666666664,13.666666666666666,12.0,0.19680692932822486,0.05594937006632489,"[0.7317073170731707, 0.975, 1.0, 1.0, 1.0]","[0.2682926829268293, 0.7, 0.8717948717948718, 0.9736842105263158, 1.0]",1.6666666666666667,4,2.4270833333333335,7,0.16475604242748684,0.03154517443410948,1.0
R_2cHcLwZLH3kFnm9_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",301,67,46,25,4,3.4477611940298507,74.5,16.75,14.5,0.20223146180311838,0.011812580818737761,"[0.6865671641791045, 1.0, 1.0, 1.0, 1.0]","[0.1791044776119403, 0.6212121212121212, 0.8923076923076924, 1.0, 1.0]",4.0,10,2.6701414946841777,10,0.20664236942927042,0.020696109484322434,1.0
R_8fKaPcuSHw79GVj_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",473,99,66,36,4,3.696969696969697,117.25,24.75,21.0,0.2000423468294598,0.026002845148596167,"[0.6666666666666666, 0.9693877551020408, 1.0, 1.0, 1.0]","[0.1111111111111111, 0.4387755102040816, 0.8247422680412371, 0.9583333333333334, 0.9894736842105263]",4.5,9,2.869370270726932,8,0.1524466011259291,0.025074339431639614,0.5
R_8WxkYgki5yinZhV_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",275,56,37,16,3,3.8214285714285716,91.0,18.666666666666668,15.0,0.21246614704529443,0.016182982212021246,"[0.6607142857142857, 0.9090909090909091, 0.9814814814814815, 1.0, 1.0]","[0.21428571428571427, 0.5272727272727272, 0.7777777777777778, 0.8679245283018868, 0.9423076923076923]",2.0,4,2.6983867196633153,6,0.15771095752716063,0.00022673899997033287,1.0
R_8FjH6e5PsshRtjr_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",246,53,41,17,5,3.490566037735849,48.4,10.6,10.6,0.2010745191398789,0.0363541841506958,"[0.7735849056603774, 0.9807692307692307, 1.0, 1.0, 1.0]","[0.18867924528301888, 0.5192307692307693, 0.8431372549019608, 0.96, 0.9795918367346939]",1.4,3,2.173419540229885,6,0.18973033295737374,0.023009994810801404,1.0
R_8zUaSPSsswsQ7fn_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",285,60,43,17,3,3.7333333333333334,95.0,20.0,17.0,0.2036386110326823,0.012178730396997323,"[0.7166666666666667, 1.0, 1.0, 1.0, 1.0]","[0.18333333333333332, 0.5423728813559322, 0.8275862068965517, 0.9473684210526315, 1.0]",2.6666666666666665,4,2.6533391010587897,8,0.16564062039057414,0.017881811025194594,0.3333333333333333
R_2XcT1LBVLYHa6hX_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",526,92,64,35,5,4.532608695652174,104.4,18.4,16.4,0.21436245411384006,0.015554978796327945,"[0.6956521739130435, 0.945054945054945, 1.0, 1.0, 1.0]","[0.13043478260869565, 0.4065934065934066, 0.7777777777777778, 0.9325842696629213, 0.9772727272727273]",1.8,3,2.539221591983362,7,0.23957415421803793,0.003565875137120922,1.0
R_2Ep8Ymfq8uSEw90_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",326,61,45,23,4,4.245901639344262,80.75,15.25,14.5,0.204250668348531,0.011850127547678316,"[0.7377049180327869, 0.9166666666666666, 0.9491525423728814, 0.9827586206896551, 1.0]","[0.18032786885245902, 0.55, 0.7627118644067796, 0.8448275862068966, 0.8771929824561403]",1.5,3,2.440341187270502,6,0.18794741365644668,0.01665769639349718,1.0
R_8VKNz0tY7nY6fDq_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",119,28,23,10,3,3.2142857142857144,39.0,9.333333333333334,8.666666666666666,0.19583674139446683,0.39816176692644756,"[0.8214285714285714, 1.0, 1.0, 1.0, 1.0]","[0.32142857142857145, 0.6296296296296297, 0.8846153846153846, 0.96, 1.0]",1.6666666666666667,4,2.0208333333333335,6,0.16971456209818522,0.03348555030162553,0.5
R_8mJxG00fCL8kz05_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",201,40,35,16,4,3.925,49.5,10.0,9.75,0.20723817845185596,0.06385222540961372,"[0.875, 1.0, 1.0, 1.0, 1.0]","[0.225, 0.5897435897435898, 0.868421052631579, 0.9459459459459459, 0.9722222222222222]",0.75,2,2.3380627394636013,6,0.18504214021894666,0.010682676186847262,1.0
R_8kG4d41raqDZBax_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",290,62,44,24,3,3.6451612903225805,96.0,20.666666666666668,18.0,0.20264725905397665,0.009122487734922607,"[0.7096774193548387, 0.9836065573770492, 1.0, 1.0, 1.0]","[0.16129032258064516, 0.4098360655737705, 0.65, 0.7966101694915254, 0.9137931034482759]",2.6666666666666665,3,3.890641616448068,13,0.16816556851069134,0.019864514982605885,1.0
R_2q0iH8KvyiaD0id_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",444,85,56,27,3,4.176470588235294,147.33333333333334,28.333333333333332,24.0,0.19788473521881972,0.008041685590377212,"[0.6588235294117647, 0.9166666666666666, 1.0, 1.0, 1.0]","[0.1411764705882353, 0.5476190476190477, 0.8192771084337349, 0.9512195121951219, 0.9876543209876543]",6.333333333333333,10,3.832374139270691,13,0.15620512300067477,0.029389562652919754,1.0
R_2JzuWAk6bRQPato_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",326,63,44,23,3,4.111111111111111,107.66666666666667,21.0,17.666666666666668,0.2072221467146289,0.015715063701976423,"[0.6984126984126984, 0.9516129032258065, 1.0, 1.0, 1.0]","[0.1746031746031746, 0.5806451612903226, 0.8360655737704918, 0.9333333333333333, 0.9830508474576272]",3.3333333333333335,7,2.7033549783549784,8,0.18220382928848267,0.010714739661301376,0.3333333333333333
R_8dVYGXDIccl6jkg_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",375,69,50,27,5,4.2898550724637685,74.0,13.8,12.4,0.21051228759635207,0.1283641252553824,"[0.7246376811594203, 0.9558823529411765, 1.0, 1.0, 1.0]","[0.18840579710144928, 0.5735294117647058, 0.8656716417910447, 0.9696969696969697, 1.0]",2.2,4,2.4796018697614444,8,0.16498890850279066,0.004134457897855048,1.0
R_8bVpeztZaqiDial_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",207,48,34,10,2,3.2916666666666665,103.0,24.0,19.5,0.18259081178241307,0.013150714692615306,"[0.7083333333333334, 0.9361702127659575, 1.0, 1.0, 1.0]","[0.22916666666666666, 0.574468085106383, 0.8695652173913043, 0.9777777777777777, 1.0]",4.0,6,2.390215716486903,6,0.16751397318310207,0.05997740952573305,0.5
R_8XAZuGtUxE4LglP_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",594,109,73,40,4,4.4036697247706424,147.5,27.25,23.5,0.20422584391557252,0.005189601036897751,"[0.6697247706422018, 0.9537037037037037, 1.0, 1.0, 1.0]","[0.11926605504587157, 0.4537037037037037, 0.7289719626168224, 0.9056603773584906, 0.9809523809523809]",5.5,9,2.9153597308488615,7,0.16321443319320678,0.01670734525941414,0.3333333333333333
R_2LTbPAQf8NZ0wRb_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",228,45,38,15,3,3.977777777777778,75.33333333333333,15.0,14.333333333333334,0.19908607403437298,0.0582850515842438,"[0.8444444444444444, 0.9772727272727273, 1.0, 1.0, 1.0]","[0.26666666666666666, 0.6818181818181818, 0.8837209302325582, 1.0, 1.0]",2.0,4,2.5525744097172667,7,0.15925064749187892,0.026986885021813234,1.0
R_2joIDdCu9ghOfCw_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",636,121,75,45,8,4.132231404958677,78.5,15.125,13.75,0.20642264979054228,0.02209923664728798,"[0.6198347107438017, 0.9666666666666667, 1.0, 1.0, 1.0]","[0.09090909090909091, 0.3416666666666667, 0.6134453781512605, 0.847457627118644, 0.9401709401709402]",1.875,5,2.5981276700751943,7,0.18606541951497396,0.012313733509474623,1.0
R_8mxVCke66o4WOVl_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",350,73,52,17,4,3.73972602739726,86.75,18.25,16.0,0.19980384979177923,0.04400774461251716,"[0.7123287671232876, 0.9305555555555556, 0.9859154929577465, 1.0, 1.0]","[0.1506849315068493, 0.5138888888888888, 0.8169014084507042, 0.9142857142857143, 0.9710144927536232]",4.0,7,2.4874831081081084,7,0.15995136499404908,0.02555133350700073,0.5
R_8IgyrHkEhSlOgd5_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",499,96,63,31,3,4.15625,165.66666666666666,32.0,25.333333333333332,0.20520299109079504,0.015266651518983737,"[0.65625, 0.968421052631579, 0.9893617021276596, 1.0, 1.0]","[0.125, 0.43157894736842106, 0.7553191489361702, 0.9247311827956989, 0.9891304347826086]",4.0,7,3.4675772117632584,12,0.16080775658289592,0.014753050908969112,0.3333333333333333
R_2mqjhNO26XNoi6R_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",440,79,64,36,6,4.481012658227848,72.33333333333333,13.166666666666666,12.666666666666666,0.20565927284104485,0.1656085267417875,"[0.810126582278481, 0.9871794871794872, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5128205128205128, 0.7662337662337663, 0.9473684210526315, 1.0]",1.8333333333333333,5,2.783958263958264,11,0.18084794680277508,0.013840487408469493,1.0
R_2eaDBbNJB41Q6MF_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",722,145,93,51,6,3.910344827586207,119.5,24.166666666666668,20.833333333333332,0.20573983786152858,0.027688642291279597,"[0.6413793103448275, 0.9861111111111112, 1.0, 1.0, 1.0]","[0.08275862068965517, 0.3541666666666667, 0.6923076923076923, 0.8802816901408451, 0.9574468085106383]",4.333333333333333,7,3.6323171169649506,10,0.16222299337387086,0.013679357367502032,0.5
R_2VPJFAhkG6jzuXy_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",289,52,41,22,3,4.461538461538462,95.33333333333333,17.333333333333332,15.666666666666666,0.20011715223262835,0.03525794954090328,"[0.7884615384615384, 0.9803921568627451, 1.0, 1.0, 1.0]","[0.23076923076923078, 0.6666666666666666, 0.86, 0.9795918367346939, 1.0]",3.6666666666666665,7,2.8059523809523808,9,0.16782445775138008,0.024924728625302484,1.0
R_2w7dPn1UdhDtQFs_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",168,32,26,16,1,4.25,168.0,32.0,26.0,0.20424730976422628,0.0,"[0.8125, 1.0, 1.0, 1.0, 1.0]","[0.3125, 0.7419354838709677, 0.9, 0.9655172413793104, 1.0]",6.0,6,2.769230769230769,6,0.18011896875169542,0.016664413562106628,0.5
R_2zUqf0C1wjV8ASQ_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",350,67,50,23,3,4.104477611940299,116.0,22.333333333333332,20.0,0.20595056713805368,0.017725485563278187,"[0.746268656716418, 0.9393939393939394, 1.0, 1.0, 1.0]","[0.19402985074626866, 0.6363636363636364, 0.8923076923076924, 0.984375, 1.0]",4.0,8,3.4539932650645335,11,0.19900159835815429,0.01325789881445183,1.0
R_8kEPJucbd4CbnFO_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",701,124,84,43,10,4.564516129032258,69.2,12.4,11.7,0.20933594675951225,0.1481214026065329,"[0.6774193548387096, 0.983739837398374, 1.0, 1.0, 1.0]","[0.0967741935483871, 0.4634146341463415, 0.7786885245901639, 0.9421487603305785, 0.9916666666666667]",1.7,7,2.292557502812684,9,0.18660011953777736,0.006487139571534684,1.0
R_27dw4UbFh02oLUB_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",377,70,48,17,5,4.328571428571428,74.6,14.0,13.0,0.20465337748036666,0.03499764118875777,"[0.6857142857142857, 0.927536231884058, 0.9705882352941176, 1.0, 1.0]","[0.17142857142857143, 0.5652173913043478, 0.7941176470588235, 0.9253731343283582, 0.9696969696969697]",2.2,4,2.757763450207669,8,0.18273992935816447,0.01585227812982587,1.0
R_8DSuE0JfUBgPxHX_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",243,49,41,27,3,3.816326530612245,80.33333333333333,16.333333333333332,15.0,0.20323489228544753,0.01829026838143666,"[0.8367346938775511, 0.9791666666666666, 1.0, 1.0, 1.0]","[0.1836734693877551, 0.4791666666666667, 0.7446808510638298, 0.8478260869565217, 0.9111111111111111]",1.6666666666666667,3,2.9901234567901236,8,0.20590662956237793,0.018689248519664137,1.0
R_21jCVrcLzykPU4h_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",218,48,33,18,5,3.4791666666666665,43.4,9.6,9.2,0.19461777358273274,0.1929579320408049,"[0.6875, 0.9787234042553191, 1.0, 1.0, 1.0]","[0.20833333333333334, 0.6382978723404256, 0.9130434782608695, 0.9777777777777777, 1.0]",1.8,4,1.9699822134387353,4,0.17857173018985326,0.0359234859250937,1.0
R_2PoZkpFOhTZwzbR_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",162,33,30,12,3,3.757575757575758,53.333333333333336,11.0,10.0,0.21241957762024619,0.031690406799316395,"[0.9090909090909091, 1.0, 1.0, 1.0, 1.0]","[0.36363636363636365, 0.8125, 0.967741935483871, 1.0, 1.0]",1.0,2,2.0525252525252524,5,0.1798177334997389,0.0003198778500668187,1.0
R_8PvUUEqSWnAZrWx_Q2,"['human', 'stamp-letter-send']","['sentience', 'id']",589,119,76,38,5,3.8739495798319328,117.0,23.8,20.6,0.19818625714666982,0.005215637143860516,"[0.6386554621848739, 0.9745762711864406, 1.0, 1.0, 1.0]","[0.09243697478991597, 0.4406779661016949, 0.7606837606837606, 0.9051724137931034, 0.9739130434782609]",5.0,11,3.0919648557600365,10,0.15904590421252782,0.02878651879721955,0.5
R_8DSuE0JfUBgPxHX_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",221,44,37,18,2,3.977272727272727,110.0,22.0,20.0,0.2008882153267954,0.04915236907127579,"[0.8409090909090909, 1.0, 1.0, 1.0, 1.0]","[0.2727272727272727, 0.7674418604651163, 0.9761904761904762, 1.0, 1.0]",3.5,4,4.430851063829787,14,0.1631256209479438,0.02463305769459484,0.5
R_8U0c5Ms0PJ9VYTm_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",314,61,49,24,3,4.065573770491803,104.0,20.333333333333332,18.666666666666668,0.2088075290987457,1.2623644494363928e-05,"[0.8032786885245902, 0.9666666666666667, 1.0, 1.0, 1.0]","[0.19672131147540983, 0.6166666666666667, 0.8813559322033898, 0.9827586206896551, 1.0]",2.3333333333333335,3,2.945295637634899,6,0.1750212377972073,0.008794430150694255,0.5
R_8sBNWJpZHPgPqua_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",238,48,38,17,5,3.8333333333333335,46.8,9.6,9.6,0.2076216383891947,0.20161082858131046,"[0.7916666666666666, 0.9787234042553191, 1.0, 1.0, 1.0]","[0.25, 0.6595744680851063, 0.9130434782608695, 0.9555555555555556, 0.9772727272727273]",2.0,5,2.2942296918767506,6,0.1933165497250027,0.011166211569796247,1.0
R_21jCVrcLzykPU4h_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",269,56,46,21,3,3.75,89.66666666666667,18.666666666666668,17.666666666666668,0.2106010465394883,0.03852825893296136,"[0.8214285714285714, 1.0, 1.0, 1.0, 1.0]","[0.23214285714285715, 0.6545454545454545, 0.9074074074074074, 0.9433962264150944, 0.9807692307692307]",2.3333333333333335,3,2.8166480862133034,7,0.17038592365052965,0.0052073952692090475,0.3333333333333333
R_27dw4UbFh02oLUB_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",232,43,33,18,4,4.325581395348837,57.25,10.75,9.75,0.20915183327556436,0.0315507550088186,"[0.7674418604651163, 1.0, 1.0, 1.0, 1.0]","[0.2558139534883721, 0.5952380952380952, 0.8048780487804879, 0.95, 1.0]",1.5,2,2.1842436974789914,6,0.17395405504438613,0.008105821797056934,0.5
R_8kG4d41raqDZBax_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",400,72,55,32,3,4.486111111111111,132.66666666666666,24.0,21.666666666666668,0.21569554015032708,0.01067861647872656,"[0.7638888888888888, 0.971830985915493, 1.0, 1.0, 1.0]","[0.18055555555555555, 0.5915492957746479, 0.8428571428571429, 0.9710144927536232, 1.0]",5.0,5,3.8991279403327597,12,0.18696672386593288,0.0049815919524685,1.0
R_8kQG02fwq7ubaOB_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",264,47,31,14,4,4.51063829787234,65.0,11.75,11.25,0.20304590398138697,0.028196852737002915,"[0.6595744680851063, 0.8260869565217391, 0.9111111111111111, 0.9545454545454546, 0.9767441860465116]","[0.2127659574468085, 0.5434782608695652, 0.6888888888888889, 0.75, 0.7906976744186046]",1.5,3,2.1459636854373696,6,0.17402565081914265,0.020317680385411707,0.3333333333333333
R_8VKNz0tY7nY6fDq_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",196,39,32,15,2,3.948717948717949,97.5,19.5,17.0,0.20979450600487845,0.04150443871816001,"[0.8205128205128205, 0.9736842105263158, 1.0, 1.0, 1.0]","[0.28205128205128205, 0.7368421052631579, 0.9459459459459459, 1.0, 1.0]",5.0,5,3.212912087912088,8,0.1788796756002638,0.006820476338428749,1.0
R_8dVYGXDIccl6jkg_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",438,81,62,36,4,4.308641975308642,108.75,20.25,18.0,0.21349801960445586,0.013716918450814703,"[0.7654320987654321, 0.9875, 1.0, 1.0, 1.0]","[0.16049382716049382, 0.525, 0.8227848101265823, 0.9358974358974359, 0.961038961038961]",2.75,6,3.4327599893385248,12,0.21235162019729614,0.000586550860726065,1.0
R_8LtUJwc0nMwsLzG_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",497,88,59,34,4,4.545454545454546,123.5,22.0,19.5,0.21071821642431984,0.0016657777418680833,"[0.6704545454545454, 0.9655172413793104, 0.9883720930232558, 1.0, 1.0]","[0.13636363636363635, 0.4367816091954023, 0.7674418604651163, 0.9294117647058824, 0.9880952380952381]",3.75,7,3.6069783776094457,14,0.18670677344004313,0.004973055499545964,1.0
R_8wT7Ix8TsW7XbEo_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",236,43,33,17,4,4.395348837209302,58.25,10.75,9.75,0.19920628254904466,0.038084582866184304,"[0.7674418604651163, 0.9761904761904762, 1.0, 1.0, 1.0]","[0.23255813953488372, 0.6666666666666666, 0.8292682926829268, 0.9, 0.9743589743589743]",1.25,2,2.749047962523462,9,0.18167874680625068,0.02799692325009634,1.0
R_25FmW7vrOnS60wE_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",307,63,47,23,5,3.761904761904762,60.8,12.6,11.8,0.20876172502992651,0.0237132204430444,"[0.746031746031746, 1.0, 1.0, 1.0, 1.0]","[0.2222222222222222, 0.7258064516129032, 0.9836065573770492, 1.0, 1.0]",2.0,4,2.40047152194211,7,0.21418831215964423,0.00888603828833262,1.0
R_2cHcLwZLH3kFnm9_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",253,53,38,14,4,3.7735849056603774,62.5,13.25,12.25,0.20667247064821012,0.08751586278279622,"[0.7169811320754716, 0.9615384615384616, 1.0, 1.0, 1.0]","[0.22641509433962265, 0.6538461538461539, 0.8823529411764706, 0.94, 1.0]",1.75,4,2.449421724677479,6,0.1977532360288832,0.013064547051765407,1.0
R_2G1cvocEgxet2xf_Q4,"['human', 'gloom-payment-exist']","['sentience', 'id']",277,59,42,17,6,3.6610169491525424,45.666666666666664,9.833333333333334,9.666666666666666,0.20066318660974503,0.16821269512176518,"[0.711864406779661, 0.9827586206896551, 1.0, 1.0, 1.0]","[0.1864406779661017, 0.5862068965517241, 0.8947368421052632, 0.9821428571428571, 1.0]",1.3333333333333333,5,2.0873574454219614,8,0.17235323323143853,0.0250831151286956,0.5
