result_id,group_id,group_by,model,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_theme_cluster,metric_avg_raw_surprises,metric_avg_n_gram_diversity,metric_avg_pos_diversity
df2fce355fb2,"['machine', 'low']","['sentience', 'semantic_distance']",Phi-3-small-8k-instruct,723,118,76,50,5,0.6440677966101694,4.991525423728813,143.8,23.6,20.2,0,0,0,2,1,0,3,0.21290878028285748,0.00706890099241983,"[0.00021541606561809035, 0.0056601970511324096, 0.0036346636035225477, 0.004627525264566612]","[0.6440677966101694, 0.9487179487179487, 1.0, 1.0, 1.0]","[0.1016949152542373, 0.3504273504273504, 0.603448275862069, 0.808695652173913, 0.9210526315789473]",3.4,5,3.404197688357866,11,9.6,13,72.27000000000002,9.886666666666667,0.24200876467429946,0.15475019227141468,0.10699940504694325,0.024014336917562724,0.041832092638544253,0.19467734679958787,0.10889599930346959,0.182386577129364,0.010577707042129236,0.5,4,0.003534450496209915,0.9185571490656236,0.5570637650593034
cad869ba72de,"['machine', 'low']","['sentience', 'semantic_distance']",olmo-2-13b,588,100,76,47,5,0.76,4.75,116.8,20.0,18.8,0,0,0,5,1,0,6,0.21182145667671606,0.010198958411453865,"[0.0007917484203418534, 0.0019890755715996356, 0.005266828187788397, 0.012350264643177844]","[0.76, 0.9696969696969697, 0.9897959183673469, 1.0, 1.0]","[0.11, 0.3838383838383838, 0.7142857142857143, 0.9072164948453608, 0.9791666666666666]",2.8,4,3.3124124789305784,10,9.6,12,86.38391304347827,6.924347826086958,0.29729468599033815,0.17792270531400967,0.09089371980676328,0.04091787439613526,0.0795048309178744,0.1343719806763285,0.11559178743961353,0.14377272980553762,0.012752354254412068,0.1,6,0.0050994792057269325,0.9438985776128633,0.6189014519272251
adfdd60a94b0,"['machine', 'low']","['sentience', 'semantic_distance']",gpt-3.5-turbo,832,147,86,61,5,0.5850340136054422,4.551020408163265,165.6,29.4,24.6,0,0,0,13,0,0,13,0.21039877003007898,0.01634872727661367,"[0.017036544038103757, 0.007497482347970041, 0.004490567473640239, 0.0036728606935133024]","[0.5850340136054422, 0.9383561643835616, 0.9862068965517241, 1.0, 1.0]","[0.08843537414965986, 0.3493150684931507, 0.6413793103448275, 0.8402777777777778, 0.9370629370629371]",5.6,8,3.0860907725101447,8,10.0,11,66.62254216867471,12.2146265060241,0.24744136849400006,0.1850713061239377,0.044144144144144144,0.03415763942079732,0.11703322755954335,0.12444833497465077,0.09111500164131743,0.15725680919630186,0.015597727547686235,0.07692307692307693,1,0.008174363638306835,0.9019194149081455,0.5712940935656706
9ab8735e064a,"['machine', 'low']","['sentience', 'semantic_distance']",stablelm-2-12b-chat,300,56,45,29,3,0.8035714285714286,4.285714285714286,99.33333333333333,18.666666666666668,16.666666666666668,0,0,0,4,0,0,4,0.21010679931476198,0.02831514110468855,"[0.017933602766557172, 0.01038153833813138]","[0.8035714285714286, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.5818181818181818, 0.7962962962962963, 0.9245283018867925, 0.9615384615384616]",3.0,5,2.6874559548978154,7,8.0,9,88.83428571428574,6.085714285714285,0.2295843776106934,0.1786236424394319,0.05921052631578947,0.054250208855472014,0.09095655806182122,0.13862781954887218,0.08933792815371762,0.1861761026084423,0.01618166897832024,0.5,8,0.014157570552344276,0.9607142857142857,0.7028362483079464
7c8448fb1129,"['machine', 'low']","['sentience', 'semantic_distance']",Phi-3-mini-4k-instruct,535,96,70,42,5,0.7291666666666666,4.479166666666667,106.2,19.2,18.0,0,0,0,3,0,0,3,0.20521945467393987,0.023315933376851714,"[0.006899691952599429, 0.010680392535045907, 0.0122441104566208, 0.01680767180943729]","[0.7291666666666666, 0.9578947368421052, 1.0, 1.0, 1.0]","[0.13541666666666666, 0.37894736842105264, 0.6276595744680851, 0.8387096774193549, 0.9347826086956522]",2.4,4,3.5098879093479374,11,9.4,13,79.95699065420561,7.423289719626169,0.2955831608005521,0.1189095928226363,0.13871635610766045,0.008695652173913044,0.06259489302967564,0.16238785369220152,0.10531400966183574,0.15767468086310796,0.02595635825996445,0.25,18,0.011657966688425857,0.9374122807017544,0.5831031791341623
45ea474070ab,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.2-3b-instruct,859,138,96,69,5,0.6956521739130435,5.115942028985507,171.0,27.6,25.2,0,0,0,4,2,0,6,0.2138223572104585,0.013935400683895427,"[0.0020243042434742176, 0.0006435284739226277, 0.009669324358304338, 0.015533644292089671]","[0.6956521739130435, 0.9854014598540146, 1.0, 1.0, 1.0]","[0.09420289855072464, 0.40875912408759124, 0.7352941176470589, 0.9111111111111111, 0.9776119402985075]",4.6,9,3.616651478602698,12,12.2,20,59.64935031847135,12.740076433121022,0.213449868632935,0.16247669294007966,0.11158805831002627,0.04036231884057971,0.04708428680396644,0.15180735655564032,0.07394419018560895,0.14064486856971467,0.00875055318692719,0.14285714285714285,5,0.0069677003419477135,0.9362107267534117,0.6253958383389987
5b1defdc2b74,"['machine', 'low']","['sentience', 'semantic_distance']",claude-3-opus-20240229,910,159,102,68,5,0.6415094339622641,4.616352201257862,181.2,31.8,28.4,0,0,0,7,1,0,8,0.21334995950806862,0.009706784706558197,"[0.002600282050173125, 0.00011984653332652861, 0.00932440865857928, 0.0073690321710374596]","[0.6415094339622641, 0.9177215189873418, 0.9745222929936306, 1.0, 1.0]","[0.08176100628930817, 0.3860759493670886, 0.7452229299363057, 0.9230769230769231, 0.9741935483870968]",5.4,9,3.6658877779855565,12,12.2,18,74.88500000000002,11.757777777777779,0.18899698340874813,0.1471837965955613,0.07269553975436328,0.027142857142857142,0.057650290885585,0.14977806507218272,0.09336457659987071,0.17622196142162597,0.009695348591706954,0.125,3,0.0048533923532790985,0.9067506491886473,0.6220660714113445
1d302200f4be,"['machine', 'low']","['sentience', 'semantic_distance']",lfm-40b,424,74,50,33,5,0.6756756756756757,4.594594594594595,84.0,14.8,13.0,0,0,0,0,0,0,0,0.2080440397063891,0.011171860827340035,"[0.015102110448337758, 0.004201666939826237, 0.0024260594731285445, 0.0006138847933875313]","[0.6756756756756757, 0.9452054794520548, 1.0, 1.0, 1.0]","[0.16216216216216217, 0.4931506849315068, 0.7222222222222222, 0.8169014084507042, 0.8571428571428571]",1.4,5,2.7374987974987977,8,6.6,9,95.71872727272728,4.280818181818184,0.30423896279159435,0.09220165799113167,0.13675294004241373,0.03205128205128205,0.0,0.20630422209369578,0.08145604395604396,0.16465352369206293,0.020307188195065995,0.125,3,0.005585930413670018,0.9241762310255461,0.6103158669818906
1ccff2a98f87,"['machine', 'low']","['sentience', 'semantic_distance']",llama-3.2-1b-instruct,1003,170,109,78,5,0.6411764705882353,4.788235294117647,199.8,34.0,28.4,0,0,0,9,0,0,9,0.21442513500814472,0.008157147230003534,"[0.0037744402727752646, 0.006698804558851773, 0.000922037012878435, 0.0049190126155015945]","[0.6411764705882353, 0.9526627218934911, 0.9940476190476191, 1.0, 1.0]","[0.07647058823529412, 0.30177514792899407, 0.5952380952380952, 0.8083832335329342, 0.9578313253012049]",3.6,6,4.006300669430565,10,13.4,20,59.46525000000001,14.504749999999998,0.2630394448889124,0.13692473331551508,0.10141935248602373,0.005263157894736842,0.059959593192480225,0.17031049113883068,0.1470093359026003,0.14384661508458002,0.007544997591554747,0.14285714285714285,5,0.004078573615001767,0.9175773623058691,0.5479396780473045
626cb179acfe,"['machine', 'low']","['sentience', 'semantic_distance']",gpt-4,927,159,109,73,5,0.6855345911949685,4.6918238993710695,184.6,31.8,27.8,0,0,0,7,1,0,8,0.21818804677400053,0.007072693191347915,"[0.004965943964867797, 0.004727245583420692, 0.003169065430050799, 0.0012831314043565412]","[0.6855345911949685, 0.9556962025316456, 0.9936305732484076, 1.0, 1.0]","[0.07547169811320754, 0.379746835443038, 0.7006369426751592, 0.8974358974358975, 0.9741935483870968]",4.0,6,3.7017831854964207,12,11.4,16,66.95147826086958,13.06308695652174,0.23310740207291933,0.15032166963201446,0.08175435623711486,0.050058459713632125,0.06442316925075546,0.14552232483266966,0.13931542828094554,0.14327208963888033,1.9174059843141134e-05,0.1,6,0.0035363465956739573,0.9269722733950043,0.6054969844108798
3e23d65f768a,"['machine', 'low']","['sentience', 'semantic_distance']",c4ai-aya-expanse-8b,423,79,63,35,4,0.7974683544303798,4.253164556962025,105.0,19.75,18.0,0,0,0,6,0,0,6,0.2121145554951259,0.02210894136056213,"[0.009294661082627581, 0.014699031800140816, 0.009169719158074796]","[0.7974683544303798, 1.0, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5384615384615384, 0.8701298701298701, 0.9868421052631579, 1.0]",3.75,5,2.71765164399093,7,9.75,12,86.1283653846154,6.897884615384616,0.18668831168831168,0.21902056277056275,0.06588203463203463,0.03125,0.09023268398268398,0.12188852813852813,0.033685064935064936,0.14632584846445493,0.012166156617592405,0.09090909090909091,10,0.011054470680281064,0.959493670886076,0.7094664496063563
ba8bf9179a55,"['machine', 'low']","['sentience', 'semantic_distance']",olmo-2-7b,519,90,61,37,5,0.6777777777777778,4.6,103.0,18.0,16.6,0,0,0,4,0,0,4,0.20994505823195517,0.022383615101650087,"[0.025522821290152403, 0.004403649341492427, 0.004171980846495865, 0.010668778725159478]","[0.6777777777777778, 0.9775280898876404, 1.0, 1.0, 1.0]","[0.13333333333333333, 0.4606741573033708, 0.8409090909090909, 0.9655172413793104, 0.9883720930232558]",1.8,3,2.864514366352602,8,8.2,9,82.29433333333334,7.1469629629629665,0.27535014005602243,0.11652661064425769,0.07142857142857142,0.023809523809523808,0.05119047619047619,0.17086834733893558,0.14838935574229692,0.14645520544477872,0.01650515114393386,0.09090909090909091,10,0.011191807550825043,0.9310611735330836,0.6777611831896723
7558dcf6a91b,"['machine', 'low']","['sentience', 'semantic_distance']",command-r-plus,388,67,48,25,4,0.7164179104477612,4.641791044776119,96.25,16.75,15.25,0,0,0,2,2,0,4,0.19920956949392954,0.014540820210068306,"[0.00733325453031633, 0.003052476143080074, 0.011425499641706055]","[0.7164179104477612, 1.0, 1.0, 1.0, 1.0]","[0.16417910447761194, 0.48484848484848486, 0.8, 0.96875, 1.0]",2.25,3,2.5275283664666164,6,7.5,10,88.34250000000002,5.78166666666667,0.23986928104575164,0.1465686274509804,0.07859477124183006,0.04607843137254902,0.05800653594771242,0.16405228758169935,0.10522875816993464,0.17619942714061057,0.03797612861998512,0.09090909090909091,10,0.007270410105034153,0.9432835820895522,0.6835555178652194
24e908eb0774,"['machine', 'low']","['sentience', 'semantic_distance']",reka-core,650,112,79,46,4,0.7053571428571429,4.660714285714286,161.75,28.0,24.25,0,0,0,6,1,0,7,0.21286031169016004,0.010822255499878808,"[0.005542017710514546, 0.010001514661006433, 0.0006898508782972324]","[0.7053571428571429, 0.963963963963964, 1.0, 1.0, 1.0]","[0.10714285714285714, 0.43243243243243246, 0.6636363636363637, 0.8256880733944955, 0.9444444444444444]",3.0,6,3.015624190624191,9,9.25,12,76.88288461538465,10.609615384615385,0.2613872584984104,0.11316183663487404,0.06624480313034972,0.02105496453900709,0.07688310100269014,0.14111029591587185,0.1377399730985571,0.1394437476992607,0.010674644227524122,0.07692307692307693,1,0.005411127749939404,0.9338642213642214,0.5946688342101186
9ce846e0b789,"['machine', 'low']","['sentience', 'semantic_distance']",Phi-3.5-MoE-instruct,656,114,75,49,5,0.6578947368421053,4.614035087719298,130.4,22.8,20.0,0,0,0,7,0,0,7,0.21271972550826818,0.010977927737482504,"[0.004993536255576386, 0.009897084308393062, 0.001572545008225873, 0.005492689902769687]","[0.6578947368421053, 0.9646017699115044, 0.9910714285714286, 1.0, 1.0]","[0.10526315789473684, 0.40707964601769914, 0.6785714285714286, 0.8288288288288288, 0.9454545454545454]",3.4,7,3.337210961907712,10,9.0,13,81.33900000000001,8.472666666666665,0.28163292847503374,0.1303431656063235,0.09469250048197417,0.051318681318681315,0.08056294582610372,0.12579140158087526,0.12991710044341623,0.14187271946242877,0.010955816591307843,0.14285714285714285,7,0.005488963868741252,0.9227135870650076,0.5930395213534477
a06d38980792,"['machine', 'low']","['sentience', 'semantic_distance']",gemini-1.5-pro,453,72,55,37,4,0.7638888888888888,5.013888888888889,112.75,18.0,16.25,0,0,0,5,0,0,5,0.21481771091441135,0.008371704485681308,"[0.0027899747093518557, 0.001066293471898766, 0.00870128854727134]","[0.7638888888888888, 1.0, 1.0, 1.0, 1.0]","[0.18055555555555555, 0.6197183098591549, 0.9285714285714286, 1.0, 1.0]",2.5,4,2.5585760195419427,7,8.5,11,88.18125000000003,6.922083333333333,0.24567307692307694,0.14759615384615385,0.060897435897435896,0.08125,0.04967948717948718,0.13637820512820514,0.0858974358974359,0.16129490094525473,0.0067598457790215005,0.16666666666666666,2,0.004185852242840654,0.9527777777777777,0.7457690587972278
7c08d701708a,"['machine', 'low']","['sentience', 'semantic_distance']",gemma-2-9b,498,89,62,43,5,0.6966292134831461,4.46067415730337,99.6,17.8,15.8,0,0,0,9,0,0,9,0.20593004686095787,0.020088237945479565,"[0.006719784664385248, 0.008392865248400744, 0.01252440996844359, 0.012539416009729548]","[0.6966292134831461, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.12359550561797752, 0.45454545454545453, 0.7931034482758621, 0.9767441860465116, 1.0]",2.4,5,2.8335145075974837,7,7.8,11,97.96100000000001,4.96177777777778,0.2718643155202584,0.20401265311616637,0.06758513931888545,0.0,0.10897025171624714,0.14112935792165837,0.07883833624983173,0.1510749443301133,0.024535173885928463,0.125,0,0.010044118972739782,0.9302349336057202,0.6695977188971611
25d30fa501d0,"['machine', 'low']","['sentience', 'semantic_distance']",nemotron-mini-4b-instruct,550,91,71,46,4,0.7802197802197802,4.8901098901098905,136.75,22.75,20.5,0,0,0,2,3,0,5,0.21242139350964828,0.01848168062106061,"[0.009240664436359597, 0.002995936204860744, 0.015485920290370575]","[0.7802197802197802, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.13186813186813187, 0.4, 0.6853932584269663, 0.875, 0.9655172413793104]",2.5,4,3.0962109420039203,10,8.0,10,71.39410377358492,9.884622641509434,0.32180316091954025,0.08720135467980296,0.1324086617405583,0.027529761904761904,0.06105090311986863,0.1510293513957307,0.13464183087027914,0.20168713480234146,0.011552480588547631,0.5,4,0.009240840310530305,0.9515995115995116,0.6115557263348818
005ae7b9f550,"['machine', 'low']","['sentience', 'semantic_distance']",qwen-2.5-7b-instruct,521,88,66,45,4,0.75,4.761363636363637,129.5,22.0,20.0,0,0,0,7,0,0,7,0.2109111791909343,0.007555268976706811,"[0.0015017119108461652, 0.008620854941281425, 0.0012103366129326276]","[0.75, 0.9770114942528736, 1.0, 1.0, 1.0]","[0.125, 0.4367816091954023, 0.7790697674418605, 0.9294117647058824, 1.0]",2.5,4,2.9499102999102997,8,8.5,10,78.02884708737868,8.772888349514563,0.24274237472766885,0.16669389978213509,0.10694444444444444,0.010416666666666666,0.0724537037037037,0.12907135076252724,0.14237472766884532,0.16015166150672094,0.014572909225975594,0.125,0,0.003777634488353406,0.9454022988505747,0.6540526282686291
d0d8d20f0e58,"['machine', 'low']","['sentience', 'semantic_distance']",gpt-4o,738,126,88,54,5,0.6984126984126984,4.738095238095238,146.8,25.2,22.8,0,0,0,8,1,0,9,0.21592344098954164,0.00992878457426509,"[0.007071712703415833, 0.011292851061531994, 0.00031752471740428834, 0.0011754806661780637]","[0.6984126984126984, 0.984, 1.0, 1.0, 1.0]","[0.10317460317460317, 0.424, 0.75, 0.9105691056910569, 0.9836065573770492]",3.4,7,3.064094205395373,9,9.8,13,71.85300000000001,10.392,0.24526029526029525,0.139996114996115,0.054273504273504275,0.03333333333333333,0.10376845376845377,0.14073426573426573,0.12332944832944832,0.1638080275484494,0.00454838562876092,0.07692307692307693,1,0.004964392287132545,0.9364825396825397,0.6342700532485418
