result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_theme_cluster
9930c250ee9e,"['machine', 'stamp-letter-send']","['sentience', 'id']",414,70,55,32,4,0.7857142857142857,4.757142857142857,102.75,17.5,16.25,0,0,0,6,0,0,6,0.20852560405769655,0.006851254156313583,"[0.0014975808399580182, 0.007750361306326725, 0.001028939088185632]","[0.7857142857142857, 0.9855072463768116, 1.0, 1.0, 1.0]","[0.15714285714285714, 0.5797101449275363, 0.9117647058823529, 0.9850746268656716, 1.0]",3.25,5,2.5913832033654565,7,8.0,9,80.7933536585366,7.0830487804878075,0.26141853315766356,0.172266139657444,0.041666666666666664,0.09195212999560826,0.086133069828722,0.11391084760649978,0.10002195871761088,0.11146992886507953,0.015478710539029661,0.09090909090909091,4
ab3c7dcbcf53,"['machine', 'stamp-letter-send']","['sentience', 'id']",727,129,82,54,5,0.6356589147286822,4.488372093023256,144.6,25.8,22.4,0,0,0,2,0,0,2,0.2116375016133157,0.006276524227623842,"[0.0013085345878745547, 0.0044884543828289936, 0.000991906060112846, 0.00576415342443129]","[0.6356589147286822, 0.96875, 1.0, 1.0, 1.0]","[0.08527131782945736, 0.328125, 0.6141732283464567, 0.7857142857142857, 0.92]",3.6,9,3.7155868347338936,10,9.2,15,85.25663157894738,8.919947368421052,0.2773892773892774,0.12360972360972361,0.10156510156510157,0.0,0.04212454212454213,0.1861804861804862,0.15151515151515152,0.17196639158107616,0.009254915427791333,1.0,7
d0d8d20f0e58,"['machine', 'stamp-letter-send']","['sentience', 'id']",738,126,88,54,5,0.6984126984126984,4.738095238095238,146.8,25.2,22.8,0,0,0,8,1,0,9,0.21592344098954164,0.00992878457426509,"[0.007071712703415833, 0.011292851061531994, 0.00031752471740428834, 0.0011754806661780637]","[0.6984126984126984, 0.984, 1.0, 1.0, 1.0]","[0.10317460317460317, 0.424, 0.75, 0.9105691056910569, 0.9836065573770492]",3.4,7,3.064094205395373,9,9.8,13,71.85300000000001,10.392,0.24526029526029525,0.139996114996115,0.054273504273504275,0.03333333333333333,0.10376845376845377,0.14073426573426573,0.12332944832944832,0.13428168495496115,0.0006830366753394768,0.07692307692307693,1
f1ce5af13254,"['machine', 'stamp-letter-send']","['sentience', 'id']",548,99,61,43,4,0.6161616161616161,4.434343434343434,136.25,24.75,21.0,0,0,0,1,0,0,1,0.21042210444527476,0.008046181863017735,"[0.0012527107219873768, 0.006702323032147961, 0.004114239040391265]","[0.6161616161616161, 0.9387755102040817, 0.979381443298969, 1.0, 1.0]","[0.09090909090909091, 0.2857142857142857, 0.5051546391752577, 0.7083333333333334, 0.8631578947368421]",1.75,3,3.754764907556533,10,10.0,12,73.42035714285717,9.974642857142857,0.2936818616166442,0.1403813577726621,0.06893649828432437,0.02097902097902098,0.02048494983277592,0.2115601789514833,0.17902477956825782,0.11354605246473241,0.011685709763873231,0.07692307692307693,1
113b49d28fb8,"['machine', 'stamp-letter-send']","['sentience', 'id']",562,99,64,42,4,0.6464646464646465,4.545454545454546,139.75,24.75,22.0,0,0,0,11,0,0,11,0.21668387421609078,0.010940935706048704,"[0.009369401302602554, 0.0032299147711859766, 0.0038120874852845266]","[0.6464646464646465, 0.9795918367346939, 1.0, 1.0, 1.0]","[0.12121212121212122, 0.3877551020408163, 0.6597938144329897, 0.875, 0.9578947368421052]",2.5,4,3.342252764127764,13,8.5,10,73.27065789473684,10.119736842105265,0.2721354732224297,0.13388785127915562,0.047764735264735264,0.0,0.1140897146331929,0.13194685749033574,0.16116763671111498,0.1286888321240743,0.000837829777758814,0.16666666666666666,2
ba8bf9179a55,"['machine', 'stamp-letter-send']","['sentience', 'id']",519,90,61,37,5,0.6777777777777778,4.6,103.0,18.0,16.6,0,0,0,4,0,0,4,0.20994505823195517,0.022383615101650087,"[0.025522821290152403, 0.004403649341492427, 0.004171980846495865, 0.010668778725159478]","[0.6777777777777778, 0.9775280898876404, 1.0, 1.0, 1.0]","[0.13333333333333333, 0.4606741573033708, 0.8409090909090909, 0.9655172413793104, 0.9883720930232558]",1.8,3,2.864514366352602,8,8.2,9,82.29433333333334,7.1469629629629665,0.27535014005602243,0.11652661064425769,0.07142857142857142,0.023809523809523808,0.05119047619047619,0.17086834733893558,0.14838935574229692,0.10244237714343601,0.012639802190512417,0.09090909090909091,4
3e23d65f768a,"['machine', 'stamp-letter-send']","['sentience', 'id']",423,79,63,35,4,0.7974683544303798,4.253164556962025,105.0,19.75,18.0,0,0,0,6,0,0,6,0.2121145554951259,0.02210894136056213,"[0.009294661082627581, 0.014699031800140816, 0.009169719158074796]","[0.7974683544303798, 1.0, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5384615384615384, 0.8701298701298701, 0.9868421052631579, 1.0]",3.75,5,2.71765164399093,7,9.75,12,86.1283653846154,6.897884615384616,0.18668831168831168,0.21902056277056275,0.06588203463203463,0.03125,0.09023268398268398,0.12188852813852813,0.033685064935064936,0.1107710290838171,0.008300807664170962,0.09090909090909091,4
005ae7b9f550,"['machine', 'stamp-letter-send']","['sentience', 'id']",521,88,66,45,4,0.75,4.761363636363637,129.5,22.0,20.0,0,0,0,7,0,0,7,0.2109111791909343,0.007555268976706811,"[0.0015017119108461652, 0.008620854941281425, 0.0012103366129326276]","[0.75, 0.9770114942528736, 1.0, 1.0, 1.0]","[0.125, 0.4367816091954023, 0.7790697674418605, 0.9294117647058824, 1.0]",2.5,4,2.9499102999102997,8,8.5,10,78.02884708737868,8.772888349514563,0.24274237472766885,0.16669389978213509,0.10694444444444444,0.010416666666666666,0.0724537037037037,0.12907135076252724,0.14237472766884532,0.13164921601613364,0.01070756027255415,0.125,0
dbcd62d8fced,"['machine', 'stamp-letter-send']","['sentience', 'id']",727,136,89,48,5,0.6544117647058824,4.220588235294118,144.6,27.2,23.2,0,0,0,12,0,0,12,0.21014047334802913,0.016885299959303435,"[0.013970034721093788, 0.008448360131416505, 0.0059639743912271725, 0.005388230674869404]","[0.6544117647058824, 0.9703703703703703, 1.0, 1.0, 1.0]","[0.08823529411764706, 0.362962962962963, 0.6343283582089553, 0.8421052631578947, 0.9393939393939394]",3.0,4,3.174331544693047,9,11.0,15,81.34776923076923,9.663897435897436,0.2260446570972887,0.12595124174071542,0.07693324219640009,0.011428571428571429,0.1020915926179084,0.1560378218272955,0.14403280929596718,0.10836357761312414,0.012248971958364496,0.14285714285714285,8
bb914958af92,"['machine', 'stamp-letter-send']","['sentience', 'id']",626,113,75,47,5,0.6637168141592921,4.424778761061947,124.4,22.6,20.2,0,0,0,11,0,0,11,0.2089717412413986,0.015884770106787613,"[0.0025995771090189523, 0.012225702073838968, 0.010394137435489226, 0.00655012359522808]","[0.6637168141592921, 0.9821428571428571, 1.0, 1.0, 1.0]","[0.11504424778761062, 0.38392857142857145, 0.6126126126126126, 0.7818181818181819, 0.908256880733945]",3.8,5,3.82072696403766,10,11.2,15,78.46817322834646,8.624661417322837,0.22681159420289854,0.14608695652173914,0.0727536231884058,0.04536231884057971,0.11202898550724637,0.15347826086956523,0.11405797101449275,0.10634440735534385,0.014586436171625528,0.14285714285714285,8
9ab3f0a98588,"['machine', 'stamp-letter-send']","['sentience', 'id']",411,75,55,37,4,0.7333333333333333,4.333333333333333,102.0,18.75,16.25,0,0,0,2,0,0,2,0.20608922606473928,0.01704858774133557,"[0.006522814432779939, 0.0006948993501500189, 0.0183551678290734]","[0.7333333333333333, 0.972972972972973, 1.0, 1.0, 1.0]","[0.16, 0.44594594594594594, 0.7397260273972602, 0.9305555555555556, 0.971830985915493]",2.25,4,3.02550469477705,7,8.0,10,85.57254310344831,6.726982758620689,0.26318247126436783,0.1667744252873563,0.0651580459770115,0.016666666666666666,0.02528735632183908,0.21526580459770114,0.12169540229885058,0.13771161216276664,0.020351466524944184,0.09090909090909091,4
a79e8b1ff907,"['machine', 'stamp-letter-send']","['sentience', 'id']",679,122,75,50,6,0.6147540983606558,4.459016393442623,112.33333333333333,20.333333333333332,18.166666666666668,0,0,0,16,1,0,17,0.20702241702955596,0.018164869350391445,"[0.012938246840522416, 0.013742202567675749, 0.00802578826745351, 0.01058382412307285, 0.00012211157725408595]","[0.6147540983606558, 0.9752066115702479, 1.0, 1.0, 1.0]","[0.09836065573770492, 0.32231404958677684, 0.6416666666666667, 0.8739495798319328, 0.9661016949152542]",3.0,6,3.040481278112096,9,8.666666666666666,11,84.92098039215688,7.045588235294122,0.21263707334785767,0.1752805010893246,0.020555555555555556,0.059669571532316626,0.15555374001452432,0.0999074074074074,0.17070806100217864,0.14360434920699508,0.01848508459531084,0.3333333333333333,3
0836151db197,"['machine', 'stamp-letter-send']","['sentience', 'id']",530,91,68,48,4,0.7472527472527473,4.7032967032967035,131.75,22.75,20.5,0,0,0,4,4,0,8,0.21102375944032736,0.007788873424128576,"[0.001352143848044246, 0.003757747413675766, 0.006573418874472853]","[0.7472527472527473, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.12087912087912088, 0.4, 0.7191011235955056, 0.8863636363636364, 0.9655172413793104]",2.0,4,2.808163468961645,6,9.5,11,73.06807692307696,9.52692307692308,0.2717056530214425,0.16568713450292397,0.06807504873294347,0.013157894736842105,0.09299220272904483,0.154093567251462,0.10593567251461988,0.12005181224257858,0.010482399773768025,0.07692307692307693,1
24e908eb0774,"['machine', 'stamp-letter-send']","['sentience', 'id']",650,112,79,46,4,0.7053571428571429,4.660714285714286,161.75,28.0,24.25,0,0,0,6,1,0,7,0.21286031169016004,0.010822255499878808,"[0.005542017710514546, 0.010001514661006433, 0.0006898508782972324]","[0.7053571428571429, 0.963963963963964, 1.0, 1.0, 1.0]","[0.10714285714285714, 0.43243243243243246, 0.6636363636363637, 0.8256880733944955, 0.9444444444444444]",3.0,6,3.015624190624191,9,9.25,12,76.88288461538465,10.609615384615385,0.2613872584984104,0.11316183663487404,0.06624480313034972,0.02105496453900709,0.07688310100269014,0.14111029591587185,0.1377399730985571,0.09832104819792288,0.006809295274102678,0.07692307692307693,1
eaad61fe6a1a,"['machine', 'stamp-letter-send']","['sentience', 'id']",467,81,58,33,4,0.7160493827160493,4.691358024691358,116.0,20.25,18.5,0,0,0,7,0,0,7,0.21131409817572797,0.00864839842825225,"[0.002954682075616083, 0.0048145174980163685, 0.005203398068745924]","[0.7160493827160493, 0.9625, 1.0, 1.0, 1.0]","[0.14814814814814814, 0.45, 0.7088607594936709, 0.8846153846153846, 0.961038961038961]",2.75,4,3.1042747242437647,8,10.25,11,75.9008695652174,8.386521739130437,0.2407729468599034,0.15538647342995168,0.07333333333333333,0.010869565217391304,0.11458937198067633,0.14458937198067634,0.10983091787439614,0.11945373702932287,0.00990172230296682,0.14285714285714285,8
f3ec3e93fa8b,"['machine', 'stamp-letter-send']","['sentience', 'id']",708,124,84,55,5,0.6774193548387096,4.604838709677419,140.8,24.8,22.2,0,0,0,7,0,0,7,0.20896686761066166,0.006575756749033407,"[0.0037263006875009053, 0.003471889098485309, 0.0019037768696293644, 0.004049546842451235]","[0.6774193548387096, 0.983739837398374, 1.0, 1.0, 1.0]","[0.08870967741935484, 0.36585365853658536, 0.680327868852459, 0.859504132231405, 0.9416666666666667]",3.8,6,3.5094647004837096,13,10.2,17,74.54174100719426,9.768546762589928,0.25551702323441455,0.14113411548194157,0.1103594432942259,0.026909937888198756,0.05911605705083966,0.15338796871405566,0.12225327812284334,0.12293939347620364,0.01459618343309943,0.2,5
adfdd60a94b0,"['machine', 'stamp-letter-send']","['sentience', 'id']",832,147,86,61,5,0.5850340136054422,4.551020408163265,165.6,29.4,24.6,0,0,0,13,0,0,13,0.21039877003007898,0.01634872727661367,"[0.017036544038103757, 0.007497482347970041, 0.004490567473640239, 0.0036728606935133024]","[0.5850340136054422, 0.9383561643835616, 0.9862068965517241, 1.0, 1.0]","[0.08843537414965986, 0.3493150684931507, 0.6413793103448275, 0.8402777777777778, 0.9370629370629371]",5.6,8,3.0860907725101447,8,10.0,11,66.62254216867471,12.2146265060241,0.24744136849400006,0.1850713061239377,0.044144144144144144,0.03415763942079732,0.11703322755954335,0.12444833497465077,0.09111500164131743,0.12130051188998753,0.011732378594264792,0.07692307692307693,1
05709c632822,"['machine', 'stamp-letter-send']","['sentience', 'id']",698,121,77,44,4,0.6363636363636364,4.677685950413223,173.75,30.25,27.0,0,0,0,3,1,0,4,0.20569272991466725,0.01907880909727644,"[0.006100195796549801, 0.009463083434414571, 0.013054934414950287]","[0.6363636363636364, 0.95, 0.9915966386554622, 1.0, 1.0]","[0.10743801652892562, 0.4083333333333333, 0.6890756302521008, 0.8728813559322034, 0.9829059829059829]",5.5,8,3.4996557454890787,10,10.0,13,66.85918233082707,12.194041353383462,0.2264110889110889,0.15296370296370296,0.08901931401931402,0.07217365967365967,0.04121711621711622,0.13766650016650017,0.1067099567099567,0.13724631071090698,0.021144458825088253,0.2,5
1b549badf57a,"['machine', 'stamp-letter-send']","['sentience', 'id']",425,79,54,36,5,0.6835443037974683,4.215189873417722,84.2,15.8,14.4,0,0,0,8,0,0,8,0.21577010769692678,0.015087963466520443,"[0.011076575233822772, 0.004296633175441211, 0.0023876832591162855, 0.012415035264660618]","[0.6835443037974683, 1.0, 1.0, 1.0, 1.0]","[0.13924050632911392, 0.5128205128205128, 0.8311688311688312, 0.9605263157894737, 1.0]",2.0,6,2.747361673414305,9,7.4,10,93.44378260869567,4.796869565217392,0.22382987382987382,0.14491249491249492,0.09029304029304029,0.0,0.08447293447293447,0.1931013431013431,0.10563695563695563,0.12010188676692822,0.0009897032605691858,0.14285714285714285,8
e21d66c06bfc,"['machine', 'stamp-letter-send']","['sentience', 'id']",368,70,55,34,4,0.7857142857142857,4.142857142857143,91.75,17.5,16.25,0,0,0,8,0,0,8,0.2048847168524635,0.030270906891485667,"[0.001834650473161198, 0.026211074988047284, 0.01736063487602002]","[0.7857142857142857, 1.0, 1.0, 1.0, 1.0]","[0.17142857142857143, 0.5797101449275363, 0.8676470588235294, 0.9552238805970149, 0.9848484848484849]",1.25,3,2.861625216888375,7,7.25,8,91.11042682926829,5.6440243902439065,0.19629553453082865,0.14794437588555237,0.06268568033273915,0.05332167832167832,0.11756136020841904,0.15833676127793775,0.08696695461401344,0.12683658246640805,0.02276048494949573,0.09090909090909091,4
7c08d701708a,"['machine', 'stamp-letter-send']","['sentience', 'id']",498,89,62,43,5,0.6966292134831461,4.46067415730337,99.6,17.8,15.8,0,0,0,9,0,0,9,0.20593004686095787,0.020088237945479565,"[0.006719784664385248, 0.008392865248400744, 0.01252440996844359, 0.012539416009729548]","[0.6966292134831461, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.12359550561797752, 0.45454545454545453, 0.7931034482758621, 0.9767441860465116, 1.0]",2.4,5,2.8335145075974837,7,7.8,11,97.96100000000001,4.96177777777778,0.2718643155202584,0.20401265311616637,0.06758513931888545,0.0,0.10897025171624714,0.14112935792165837,0.07883833624983173,0.11349419311240867,0.02066982493250702,0.125,0
424bf4a702b7,"['machine', 'stamp-letter-send']","['sentience', 'id']",642,118,78,54,5,0.6610169491525424,4.305084745762712,128.4,23.6,20.8,0,0,0,10,0,0,10,0.21123540743008767,0.00841635044241125,"[0.00030933168781546727, 0.0007055463212909119, 0.00565615051236501, 0.01016167236335111]","[0.6610169491525424, 0.9487179487179487, 1.0, 1.0, 1.0]","[0.1016949152542373, 0.36752136752136755, 0.6293103448275862, 0.808695652173913, 0.9298245614035088]",2.2,3,2.9144349680170576,8,9.0,11,86.10576978417265,8.155597122302161,0.2415309940337749,0.12023348052269076,0.13196368580128312,0.012903225806451613,0.08668329569330681,0.17043291648408446,0.10978415972854237,0.11757208572493659,0.010059103794247404,0.09090909090909091,4
841bd07bb157,"['machine', 'stamp-letter-send']","['sentience', 'id']",458,78,62,34,4,0.7948717948717948,4.717948717948718,113.75,19.5,17.75,0,0,0,2,1,0,3,0.21961970359033867,0.010901558083831956,"[0.009471234950152313, 0.001063676735367447, 0.005817425440228174]","[0.7948717948717948, 1.0, 1.0, 1.0, 1.0]","[0.15384615384615385, 0.4935064935064935, 0.8421052631578947, 0.96, 1.0]",1.5,4,2.8109491070017385,8,8.75,12,84.99108870967743,7.1807258064516155,0.34052209400506617,0.10411272164368139,0.05327540106951872,0.02786377708978328,0.05213903743315508,0.11529693216999719,0.1359977483816493,0.11274256198494523,0.006709488526254581,0.14285714285714285,8
5f4fe16d4b06,"['machine', 'stamp-letter-send']","['sentience', 'id']",788,135,83,59,5,0.6148148148148148,4.7407407407407405,156.8,27.0,22.6,0,0,0,3,0,0,3,0.2106002470612317,0.021197570542315802,"[0.01978541589005564, 0.014699857754188084, 0.0030491226390544635, 0.0048607448013334165]","[0.6148148148148148, 0.9477611940298507, 1.0, 1.0, 1.0]","[0.08888888888888889, 0.34328358208955223, 0.5864661654135338, 0.803030303030303, 0.9236641221374046]",4.0,7,3.5614539093275455,10,10.6,14,63.52894117647061,12.0002091503268,0.27117343204299726,0.15778802517932952,0.07752117447769621,0.02350084697910785,0.030388773867034737,0.17143568187046448,0.11871008218834306,0.14027945752497073,0.011329424531959342,0.125,0
fc38e0b39c6d,"['machine', 'stamp-letter-send']","['sentience', 'id']",761,142,92,59,6,0.647887323943662,4.267605633802817,126.0,23.666666666666668,21.5,0,0,0,16,0,0,16,0.2062545105910733,0.005663353513170788,"[0.0001249222928642324, 0.003666012151046255, 0.0030400863536945155, 0.006247966217272222, 0.0010793967680497452]","[0.647887323943662, 0.9574468085106383, 0.9928571428571429, 1.0, 1.0]","[0.09154929577464789, 0.3617021276595745, 0.6714285714285714, 0.8561151079136691, 0.9710144927536232]",3.8333333333333335,6,3.2623344411716992,9,10.5,13,83.0997641509434,8.251918238993714,0.2175,0.16027777777777777,0.10027777777777777,0.020555555555555556,0.1288888888888889,0.11194444444444444,0.11083333333333333,0.1232105537697121,0.020020897472276145,0.2,5
97543ea78fda,"['machine', 'stamp-letter-send']","['sentience', 'id']",506,85,64,39,3,0.7529411764705882,4.752941176470588,168.0,28.333333333333332,25.0,0,0,0,9,2,0,11,0.20992589310595863,0.0049413821913979195,"[0.0034043473116854295, 0.00153703487971249]","[0.7529411764705882, 1.0, 1.0, 1.0, 1.0]","[0.1411764705882353, 0.47619047619047616, 0.8313253012048193, 0.9878048780487805, 1.0]",5.333333333333333,7,3.0628352490421458,8,10.333333333333334,15,72.20714285714286,11.882857142857144,0.24933545986177566,0.15364167995746944,0.07549175970228601,0.030303030303030304,0.11855396065922381,0.10579479000531632,0.10579479000531632,0.11773165839689749,0.012678132442505485,0.16666666666666666,2
