result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
5d93fb666326,"['machine', 'stamp-letter-send']","['sentience', 'id']",727,114,87,62,5,0.7631578947368421,5.2894736842105265,144.6,22.8,20.8,0,0,0,4,0,0,4,0.21189382119130862,0.007591141121728068,"[0.00825338027416131, 0.0021150547724503588, 0.0029156742951808867, 0.0018981729016635807]","[0.7631578947368421, 0.9734513274336283, 1.0, 1.0, 1.0]","[0.10526315789473684, 0.36283185840707965, 0.7053571428571429, 0.8648648648648649, 0.9363636363636364]",3.4,6,3.0962599043145858,9,9.4,11,65.05040000000002,10.396799999999999,0.2621212121212121,0.22191919191919193,0.10282828282828282,0.02,0.04,0.1437878787878788,0.10858585858585859,0.14347586750984193,0.00811934888638921,1.0
cba102f73156,"['machine', 'stamp-letter-send']","['sentience', 'id']",558,108,69,47,5,0.6388888888888888,4.083333333333333,111.6,21.6,18.4,0,0,0,9,0,0,9,0.20650240208240264,0.011238422198887876,"[0.007653439269238949, 0.005571389378923375, 6.370643774666895e-05, 0.00918830931186676]","[0.6388888888888888, 0.9439252336448598, 0.9905660377358491, 1.0, 1.0]","[0.12037037037037036, 0.40186915887850466, 0.6886792452830188, 0.8761904761904762, 0.9519230769230769]",2.6,5,3.156380312483336,9,9.6,11,86.37391803278692,7.273540983606555,0.2504482550249141,0.15555291390531664,0.07488285932221858,0.03740378614520491,0.08157349896480331,0.20531367945555587,0.10176032967794982,0.12999792218208314,0.018902187104201162,0.2
9deba1f92618,"['machine', 'stamp-letter-send']","['sentience', 'id']",673,121,80,53,5,0.6611570247933884,4.462809917355372,133.8,24.2,22.2,0,0,0,7,0,0,7,0.21178492696088008,0.007351865129166343,"[0.001444697505606829, 0.0015493405686987094, 0.0054007811979814024, 0.006308910986045746]","[0.6611570247933884, 0.9583333333333334, 0.9915966386554622, 1.0, 1.0]","[0.09090909090909091, 0.35833333333333334, 0.6638655462184874, 0.864406779661017, 0.9572649572649573]",4.0,6,3.7936064489220636,11,11.2,14,77.75100729927007,9.221547445255478,0.2541052631578947,0.14659109311740892,0.09089878542510121,0.025910931174089068,0.08382186234817814,0.1334251012145749,0.13120647773279354,0.13456145405769349,0.008337137347246282,0.16666666666666666
31d9dcd571c0,"['machine', 'stamp-letter-send']","['sentience', 'id']",814,139,93,59,5,0.6690647482014388,4.726618705035971,162.0,27.8,23.6,0,0,0,5,3,0,8,0.2101817274915761,0.020989974402325418,"[0.005496212366348507, 0.005689387090785397, 0.01641657584474915, 0.014377773502767782]","[0.6690647482014388, 0.9710144927536232, 1.0, 1.0, 1.0]","[0.08633093525179857, 0.37681159420289856, 0.7372262773722628, 0.9338235294117647, 0.9925925925925926]",2.8,5,3.331470588235294,11,11.0,16,70.10976397515529,11.479801242236029,0.26180463680463684,0.12312763812763813,0.10032539532539532,0.045116550116550115,0.06700623700623701,0.15134851634851634,0.11197127197127196,0.12851043939590454,0.01154353628585425,0.5
aa20a2560558,"['machine', 'stamp-letter-send']","['sentience', 'id']",545,91,70,46,5,0.7692307692307693,4.846153846153846,108.2,18.2,17.8,0,0,0,7,0,0,7,0.21144701841372798,0.01418631976903087,"[0.0017988996373282384, 0.0006584922472635812, 0.018463098069634115, 0.007452149583835804]","[0.7692307692307693, 0.9888888888888889, 1.0, 1.0, 1.0]","[0.13186813186813187, 0.3888888888888889, 0.7191011235955056, 0.875, 0.9655172413793104]",2.6,4,2.9354514721249,8,9.4,13,79.1657142857143,7.434285714285714,0.23140395746399245,0.1853513258850451,0.09201608561044555,0.021195652173913043,0.08587797819356575,0.15165567371113206,0.13119531565486606,0.1263836896419525,0.00901295444155048,0.16666666666666666
3c90075fc877,"['machine', 'stamp-letter-send']","['sentience', 'id']",510,85,65,46,5,0.7647058823529411,4.882352941176471,101.2,17.0,16.0,0,0,0,1,2,0,3,0.21664182719401115,0.002891824206318519,"[0.001385954022407515, 0.0015821748309665373, 7.539542034418201e-05, 0.0027401241389188036]","[0.7647058823529411, 0.9880952380952381, 1.0, 1.0, 1.0]","[0.10588235294117647, 0.32142857142857145, 0.5783132530120482, 0.8292682926829268, 0.9506172839506173]",1.6,3,2.7771315944940236,7,7.2,10,82.48589795918369,6.623387755102041,0.3174019607843137,0.15179738562091502,0.1309640522875817,0.011764705882352941,0.047058823529411764,0.17606209150326796,0.10604575163398693,0.16215331673622133,0.001376663119015853,0.3333333333333333
bced33af67bc,"['machine', 'stamp-letter-send']","['sentience', 'id']",734,112,85,60,5,0.7589285714285714,5.482142857142857,146.0,22.4,21.0,0,0,0,4,0,0,4,0.21100529509749116,0.01354816533351677,"[0.013619237962891079, 0.009855894683712757, 0.002605003910464837, 0.0010161941099648686]","[0.7589285714285714, 0.990990990990991, 1.0, 1.0, 1.0]","[0.10714285714285714, 0.3963963963963964, 0.6909090909090909, 0.8807339449541285, 0.9444444444444444]",3.4,5,3.01268969126112,8,10.2,14,59.816204724409474,11.22623622047244,0.2673564117042378,0.22269238008368442,0.0945618149965976,0.0463579898362507,0.04265734265734265,0.10862007557659731,0.09900201248027335,0.11246904253959655,0.00989640107402412,0.16666666666666666
45f31793c78c,"['machine', 'stamp-letter-send']","['sentience', 'id']",822,136,90,61,5,0.6617647058823529,4.897058823529412,163.6,27.2,23.2,0,0,0,1,3,0,4,0.2143680315200097,0.007019017591620921,"[0.0066383237640062764, 0.0009693726897239685, 0.0005854338407516313, 0.005844904888759966]","[0.6617647058823529, 0.9777777777777777, 1.0, 1.0, 1.0]","[0.08088235294117647, 0.3111111111111111, 0.5970149253731343, 0.8120300751879699, 0.9242424242424242]",3.8,8,3.4757225983631073,10,11.0,13,67.61083018867924,11.728981132075472,0.3167965367965368,0.09831168831168831,0.0695021645021645,0.01606060606060606,0.05415584415584416,0.19432900432900432,0.11922077922077923,0.14963150024414062,0.003170928228987069,1.0
ebc294f8e57b,"['machine', 'stamp-letter-send']","['sentience', 'id']",712,122,78,53,5,0.639344262295082,4.721311475409836,141.6,24.4,21.8,0,0,0,6,0,0,6,0.2073406536451099,0.001989334308620777,"[0.0020316801665030138, 0.0006344940828829915, 0.0004652067007522298, 0.0008472876671033192]","[0.639344262295082, 0.9752066115702479, 1.0, 1.0, 1.0]","[0.09836065573770492, 0.38016528925619836, 0.6583333333333333, 0.8487394957983193, 0.9491525423728814]",3.4,5,3.209874840613046,10,10.8,14,74.04589781021899,9.738335766423358,0.20614930629923134,0.14817432553564489,0.11087075509864115,0.04467448815274902,0.08068981382324711,0.15404916589324386,0.09478594036315176,0.13315636157989502,0.017225683978786654,0.25
6fb243a9f2d6,"['machine', 'stamp-letter-send']","['sentience', 'id']",600,104,65,46,5,0.625,4.701923076923077,119.2,20.8,18.0,0,0,0,4,1,0,5,0.20963948659850778,0.0054008907788283544,"[0.004838630587163606, 0.00046491414516955376, 0.0033584834418745324, 0.0021397533834490168]","[0.625, 0.941747572815534, 0.9803921568627451, 1.0, 1.0]","[0.11538461538461539, 0.3300970873786408, 0.5980392156862745, 0.8217821782178217, 0.95]",2.2,5,2.721714239638768,7,7.8,11,72.40652173913045,8.873913043478264,0.291017316017316,0.14596320346320346,0.08032467532467533,0.03873376623376623,0.042467532467532466,0.19541125541125542,0.09968975468975469,0.13768351912498475,0.012628018071990876,0.25
ff93efb08f08,"['machine', 'stamp-letter-send']","['sentience', 'id']",708,116,84,62,5,0.7241379310344828,5.008620689655173,140.8,23.2,20.6,0,0,0,4,1,0,5,0.2116686083979231,0.01038431015722839,"[0.004563909007143652, 0.006000213298461871, 0.006041361527009459, 0.0041631364818418]","[0.7241379310344828, 0.9826086956521739, 1.0, 1.0, 1.0]","[0.09482758620689655, 0.28695652173913044, 0.5789473684210527, 0.8141592920353983, 0.9285714285714286]",2.6,4,3.673141481806669,12,9.6,13,71.10154198473285,9.85090076335878,0.29280412569886255,0.18347792558318873,0.08505880084827452,0.0293859649122807,0.05694042799305957,0.17616637748216696,0.10539329091960671,0.13246136546134948,0.008569774473160263,0.5
bf552667e2a4,"['machine', 'stamp-letter-send']","['sentience', 'id']",733,112,81,60,5,0.7232142857142857,5.473214285714286,145.8,22.4,20.0,0,0,0,1,0,0,1,0.21779242588975337,0.005278635859609304,"[0.00013365275932081255, 0.003449909767626602, 0.0029718215334289533, 0.00400188765884224]","[0.7232142857142857, 0.972972972972973, 0.990909090909091, 1.0, 1.0]","[0.08928571428571429, 0.3063063063063063, 0.6454545454545455, 0.8440366972477065, 0.9444444444444444]",1.6,2,3.348684969362009,11,9.4,11,52.342714285714294,12.21895238095238,0.3120274599542334,0.18019221967963386,0.07722196796338672,0.05339130434782609,0.026695652173913044,0.16036155606407324,0.1171395881006865,0.11633484840393066,0.003677860510500286,0.16666666666666666
7d031a2d0d17,"['machine', 'stamp-letter-send']","['sentience', 'id']",371,64,51,31,5,0.796875,4.71875,73.4,12.8,12.4,0,0,0,9,0,0,9,0.20271671818148707,0.028043506259009976,"[0.002158887613387339, 0.006203331833794012, 0.024032002971285882, 0.02369279009955272]","[0.796875, 0.9841269841269841, 1.0, 1.0, 1.0]","[0.171875, 0.49206349206349204, 0.8387096774193549, 0.9672131147540983, 1.0]",1.8,3,2.5262174667437822,7,7.2,9,85.29400000000001,4.939888888888891,0.23813519813519812,0.19920745920745922,0.07766899766899767,0.01818181818181818,0.14251748251748253,0.10766899766899767,0.07818181818181819,0.13610384583473206,0.026473554906032315,0.5
72af701a2ce9,"['machine', 'stamp-letter-send']","['sentience', 'id']",809,143,95,62,5,0.6643356643356644,4.538461538461538,161.0,28.6,23.4,0,0,0,9,2,0,11,0.21381682901392532,0.007241535728627985,"[0.0016006467017260217, 0.003293945662903086, 0.007034655897233455, 0.0025538231953934065]","[0.6643356643356644, 0.9647887323943662, 1.0, 1.0, 1.0]","[0.09090909090909091, 0.2887323943661972, 0.574468085106383, 0.8071428571428572, 0.9280575539568345]",2.8,5,3.8697224238379637,10,10.8,12,77.20857668711658,10.58903067484663,0.2917546799550195,0.1147845787489251,0.07330992437104492,0.007142857142857143,0.08833777993370523,0.17112998772591304,0.18216692758288683,0.14329588413238525,0.004273333241155808,0.5
321b8e13911d,"['machine', 'stamp-letter-send']","['sentience', 'id']",819,145,98,68,5,0.6758620689655173,4.558620689655172,163.0,29.0,24.6,0,0,0,6,0,0,6,0.21210806441997831,0.005940458016697625,"[0.00674242716209561, 0.00461030274828661, 0.00023482637073871104, 0.0002933597522743192]","[0.6758620689655173, 0.9513888888888888, 0.993006993006993, 1.0, 1.0]","[0.08275862068965517, 0.3125, 0.5874125874125874, 0.8309859154929577, 0.9716312056737588]",4.6,9,3.348165205967015,9,10.4,14,71.07122222222223,11.395382716049383,0.2648492886423921,0.15656669479945343,0.07813779037054899,0.007692307692307693,0.048502913752913754,0.18532569729121454,0.11883035929587654,0.13492406964302062,0.007690862429049816,0.3333333333333333
6503feb7cbcd,"['machine', 'stamp-letter-send']","['sentience', 'id']",799,136,90,68,5,0.6617647058823529,4.764705882352941,159.0,27.2,23.2,0,0,0,4,1,0,5,0.20912344087834311,0.008377563092486481,"[0.0022509511028017126, 0.006962658961613966, 0.0008972794596665834, 0.006644236660890701]","[0.6617647058823529, 0.9555555555555556, 0.9925373134328358, 1.0, 1.0]","[0.08088235294117647, 0.2814814814814815, 0.5895522388059702, 0.8120300751879699, 0.9393939393939394]",4.2,9,3.626563100842021,9,11.0,14,67.24776923076925,11.630564102564104,0.2580295566502463,0.18787281683833407,0.11652037617554858,0.03793551276309897,0.04741603224361845,0.18410658307210032,0.08991043439319302,0.11448756217956543,0.013660109512320218,0.16666666666666666
60e022c9497e,"['machine', 'stamp-letter-send']","['sentience', 'id']",563,99,70,44,5,0.7070707070707071,4.515151515151516,111.8,19.8,18.6,0,0,0,3,2,0,5,0.21166741123411167,0.0050005990007448015,"[0.00024013782476450807, 0.0038011220067438456, 0.005826890941650148, 0.00013304722833110127]","[0.7070707070707071, 0.9591836734693877, 0.9896907216494846, 1.0, 1.0]","[0.12121212121212122, 0.40816326530612246, 0.711340206185567, 0.8645833333333334, 0.9578947368421052]",1.6,2,2.9649589626060213,7,7.8,9,86.91476923076924,6.949675213675214,0.24424585218702866,0.1010633484162896,0.12244343891402715,0.04410256410256411,0.0695550527903469,0.18831825037707392,0.1244947209653092,0.15056902766227723,0.008572168800783098,0.5
cd33fb3bc225,"['machine', 'stamp-letter-send']","['sentience', 'id']",759,137,94,61,5,0.6861313868613139,4.430656934306569,151.0,27.4,24.8,0,0,0,6,1,0,7,0.20556598103762977,0.011905097356838687,"[0.011471942634809579, 0.002658748550292772, 0.005635192324390331, 0.004044311204184692]","[0.6861313868613139, 0.9779411764705882, 1.0, 1.0, 1.0]","[0.08759124087591241, 0.36764705882352944, 0.6962962962962963, 0.9029850746268657, 0.9699248120300752]",5.2,8,3.3162942474936883,11,10.4,12,76.14053246753248,10.290831168831172,0.24528133903133903,0.17969831094831096,0.09111975986975987,0.03682590557590557,0.047585978835978836,0.1484940984940985,0.11108567358567359,0.12342649340629577,0.020775029193746908,0.16666666666666666
b8c5af57301d,"['machine', 'stamp-letter-send']","['sentience', 'id']",411,75,51,37,5,0.68,4.413333333333333,82.2,15.0,13.2,0,0,0,7,0,0,7,0.21003808389912854,0.018932823172379362,"[0.00020093123118083978, 0.0037266392986495533, 0.016164605106626234, 0.017773470708302097]","[0.68, 0.972972972972973, 1.0, 1.0, 1.0]","[0.14666666666666667, 0.4864864864864865, 0.7808219178082192, 0.9305555555555556, 0.9859154929577465]",1.6,3,2.783794452347084,8,7.8,10,91.9326206896552,4.759218390804598,0.25169362800941747,0.18836029467608414,0.03333333333333333,0.05786435786435786,0.09507177033492822,0.15512113617376774,0.07852737905369485,0.15618380427360534,0.011830823470749374,1.0
6997420bec5d,"['machine', 'stamp-letter-send']","['sentience', 'id']",807,133,94,69,5,0.706766917293233,4.984962406015038,160.6,26.6,23.8,0,0,0,9,0,0,9,0.211538551230768,0.010084876392748673,"[0.014430289412592778, 0.0032567108125040323, 0.0008845670647870674, 0.001598185495613469]","[0.706766917293233, 0.9772727272727273, 0.9923664122137404, 1.0, 1.0]","[0.09022556390977443, 0.3409090909090909, 0.6335877862595419, 0.823076923076923, 0.9612403100775194]",4.4,8,3.9771472825420195,10,12.0,19,63.598738255033595,11.791731543624163,0.2224242424242424,0.19645021645021646,0.11692640692640693,0.013333333333333332,0.10670995670995671,0.1377922077922078,0.09493506493506494,0.1185378646850586,0.008829888807470432,0.25
0adbced84360,"['machine', 'stamp-letter-send']","['sentience', 'id']",759,130,91,64,5,0.7,4.723076923076923,151.0,26.0,23.2,0,0,0,6,1,0,7,0.21252830459603242,0.005369419727847838,"[0.0004646533366405581, 0.0029253206082752725, 0.0016324562467498194, 0.005716409264030026]","[0.7, 0.9844961240310077, 1.0, 1.0, 1.0]","[0.09230769230769231, 0.3488372093023256, 0.6640625, 0.84251968503937, 0.9365079365079365]",3.8,6,3.5789940524606427,11,9.6,15,65.30209395973156,11.554147651006712,0.2464937269927128,0.18561402223724738,0.08100548418601157,0.03545051085568327,0.0607908872361205,0.15010254676583276,0.11870883104199534,0.11869632959365845,0.006850382076941608,0.16666666666666666
d432fb02e497,"['machine', 'stamp-letter-send']","['sentience', 'id']",706,113,82,63,5,0.7256637168141593,5.123893805309734,140.4,22.6,20.6,0,0,0,4,0,0,4,0.21284808660249374,0.01533936370942443,"[0.0030893151237887384, 0.00768010318775475, 0.009952876157376361, 0.009956432949929012]","[0.7256637168141593, 0.9732142857142857, 1.0, 1.0, 1.0]","[0.09734513274336283, 0.2857142857142857, 0.5765765765765766, 0.8363636363636363, 0.9541284403669725]",2.8,5,3.3146062141168526,8,9.6,11,65.18693750000001,10.526812500000002,0.33134575569358177,0.16001035196687372,0.07632505175983437,0.03072463768115942,0.04774327122153209,0.13763975155279504,0.1501345755693582,0.1290690529346466,0.006210818064018964,0.16666666666666666
56d0d36300da,"['machine', 'stamp-letter-send']","['sentience', 'id']",905,154,95,64,5,0.6168831168831169,4.753246753246753,180.2,30.8,26.2,0,0,0,4,2,0,6,0.2128030320126859,0.013180128220236773,"[0.0033070768301303455, 0.006469824910163874, 0.0017281356311979745, 0.014855219068981351]","[0.6168831168831169, 0.954248366013072, 1.0, 1.0, 1.0]","[0.07792207792207792, 0.32679738562091504, 0.618421052631579, 0.847682119205298, 0.9533333333333334]",4.4,7,3.3886057692307694,8,9.6,13,62.53857142857143,13.231428571428573,0.2605262405262405,0.11010839410839411,0.08541798941798942,0.018738738738738738,0.046048906048906046,0.18959244959244959,0.1272935792935793,0.13267095565795897,0.006300927243634624,0.3333333333333333
47e2628af447,"['machine', 'stamp-letter-send']","['sentience', 'id']",499,95,67,50,5,0.7052631578947368,4.189473684210526,99.8,19.0,17.6,0,0,0,4,0,0,4,0.20821478274403787,0.01712331273524262,"[0.008172283778379558, 0.00893871350721881, 0.014781753944628162, 0.0023538742402587076]","[0.7052631578947368, 0.9680851063829787, 1.0, 1.0, 1.0]","[0.11578947368421053, 0.4148936170212766, 0.7741935483870968, 0.9456521739130435, 1.0]",2.0,4,3.1619898043668537,10,9.8,14,92.47766666666668,5.726592592592592,0.24287456609438032,0.17984488851361916,0.09427400944428808,0.03138193076273572,0.06536885886731088,0.15579948087688025,0.09551239953716734,0.1283218455314636,0.015477425780930698,0.3333333333333333
a87d0bc97eed,"['machine', 'stamp-letter-send']","['sentience', 'id']",677,115,87,62,5,0.7565217391304347,4.808695652173913,134.6,23.0,21.2,0,1,0,12,0,1,12,0.21240420744319494,0.006679407340702992,"[0.007021296024322499, 0.003651613717550767, 0.0023455911794716122, 0.00034031376006110614]","[0.7565217391304347, 0.9912280701754386, 1.0, 1.0, 1.0]","[0.09565217391304348, 0.35964912280701755, 0.672566371681416, 0.875, 0.972972972972973]",2.2,3,2.9231033379765776,8,8.4,12,68.47604724409449,10.018362204724411,0.29491338795797345,0.167701746184067,0.08279877463645087,0.04068100358422939,0.1114726097618989,0.12016826193581194,0.11649442681036391,0.14555463671684266,0.007098576382616573,1.0
43d187f5a1e3,"['machine', 'stamp-letter-send']","['sentience', 'id']",658,106,73,50,5,0.6886792452830188,5.113207547169812,130.8,21.2,17.8,0,0,0,3,2,0,5,0.21055027334057555,0.01639700413626781,"[0.0010344854172538165, 0.01576974640289941, 0.008420371648037078, 0.007569404804345314]","[0.6886792452830188, 0.9714285714285714, 1.0, 1.0, 1.0]","[0.11320754716981132, 0.3523809523809524, 0.6153846153846154, 0.8058252427184466, 0.9215686274509803]",2.4,5,3.457440268952961,13,9.8,11,67.50825210084034,9.755865546218487,0.22921916792884536,0.16129569355375806,0.10402017337501208,0.015384615384615385,0.05097322032805904,0.18457187973317005,0.11677408612892483,0.1523072326183319,0.010806444587855346,0.25
